sample	condition	subtype	gene	raw_count	detected	log2CPM_TMM	log2CPM_library	subset_definition
BPD+PH 1	BPD+PH	aCap	CCND1	507	True	9.9230962680633	9.59432885584473	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 1	BPD+PH	aCap	CCNG1	20	True	5.34909805461154	5.02791434140289	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 1	BPD+PH	aCap	CDKN1A	67	True	7.02815078255934	6.70152714344655	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 1	BPD+PH	aCap	COL18A1	164	True	8.30275316278178	7.97467685773005	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 1	BPD+PH	aCap	ECM1	21	True	5.4151594270196	5.09362229589009	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 1	BPD+PH	aCap	GDF15	107	True	7.69289495362633	7.36535728848665	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 1	BPD+PH	aCap	LGALS1	1140	True	11.0899552607836	10.7610030258288	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 1	BPD+PH	aCap	MAP1B	50	True	6.6155214733726	6.28971706897305	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 1	BPD+PH	aCap	PHLDA3	30	True	5.9034886169862	5.57978367028206	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 1	BPD+PH	aCap	RPS27L	247	True	8.88962666468533	8.56120807908553	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 1	BPD+PH	aCap	S100A6	9866	True	14.2018850322849	13.8728015257513	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 1	BPD+PH	aCap	TINAGL1	100	True	7.59653501325269	7.26910524707085	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 1	BPD+PH	aCap	ZFP36L2	29	True	5.85670835201957	5.53318088962564	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 1	BPD+PH	aCap	ZMAT3	22	True	5.47832781939194	5.15646747559359	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 2	BPD+PH	aCap	APLN	43	True	8.57918979444755	8.51464046533209	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 2	BPD+PH	aCap	BAX	29	True	8.01556752257747	7.95057730019313	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 2	BPD+PH	aCap	CCN2	63	True	9.12713135646218	9.06287344184185	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 2	BPD+PH	aCap	CCND1	107	True	9.88859554163153	9.82459625804424	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 2	BPD+PH	aCap	CCNG1	1	True	3.51082614635513	3.41593726297925	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 2	BPD+PH	aCap	CDKN1A	11	True	6.6402212588571	6.57305553493313	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 2	BPD+PH	aCap	COL18A1	33	True	8.2002469605809	8.13542056323863	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 2	BPD+PH	aCap	ECM1	4	True	5.24426898418511	5.17131126905873	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 2	BPD+PH	aCap	GDF15	36	True	8.32472939675719	8.26000215906166	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 2	BPD+PH	aCap	LGALS1	210	True	10.8594587937156	10.7956416966786	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 2	BPD+PH	aCap	MAP1B	9	True	6.35893203481921	6.29100343100694	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 2	BPD+PH	aCap	PHLDA3	6	True	5.79632896419501	5.72634442926303	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 2	BPD+PH	aCap	RPS27L	56	True	8.95803303049173	8.89369668194423	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 2	BPD+PH	aCap	S100A6	1543	True	13.7350145856864	13.6713613851339	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 2	BPD+PH	aCap	TINAGL1	16	True	7.16915416391263	7.10307540752988	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 2	BPD+PH	aCap	ZFP36L2	6	True	5.79632896419501	5.72634442926303	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 2	BPD+PH	aCap	ZMAT3	8	True	6.1946294623787	6.12618115497568	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD 1	BPD	gCap	APLN	0	False	-0.547612087878967	-0.681584195407886	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD 1	BPD	gCap	BAX	8	True	4.86710562203613	5.01629808063025	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD 1	BPD	gCap	CCN2	4	True	3.90053594778725	4.04382711266305	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD 1	BPD	gCap	CCND1	72	True	8.00665016963571	8.16130389604738	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD 1	BPD	gCap	CCNG1	5	True	4.20918472519529	4.35480654970133	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD 1	BPD	gCap	CDKN1A	9	True	5.03326786963028	5.18313162101022	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD 1	BPD	gCap	COL18A1	11	True	5.31728381171316	5.4681297088967	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD 1	BPD	gCap	ECM1	0	False	-0.547612087878967	-0.681584195407886	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD 1	BPD	gCap	GDF15	3	True	3.50736258169743	3.64685473251968	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD 1	BPD	gCap	LGALS1	19	True	6.09531866489864	6.24804429450508	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD 1	BPD	gCap	MAP1B	0	False	-0.547612087878967	-0.681584195407886	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD 1	BPD	gCap	PHLDA3	1	True	2.08631921777389	2.19880507432271	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD 1	BPD	gCap	RPS27L	17	True	5.93655137118478	6.08897124052072	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD 1	BPD	gCap	S100A6	137	True	8.93293523589436	9.08791949824827	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD 1	BPD	gCap	TINAGL1	10	True	5.18225367805236	5.33265676709085	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD 1	BPD	gCap	ZFP36L2	96	True	8.42072789383382	8.57555569263905	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD 1	BPD	gCap	ZMAT3	4	True	3.90053594778725	4.04382711266305	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD 2	BPD	gCap	APLN	1	True	1.71046334898638	1.77144244623141	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD 2	BPD	gCap	BAX	10	True	4.7316843598462	4.83431630313249	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD 2	BPD	gCap	CCN2	8	True	4.41901376713571	4.52024923554865	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD 2	BPD	gCap	CCND1	101	True	8.03410242339139	8.14190811462598	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD 2	BPD	gCap	CCNG1	8	True	4.41901376713571	4.52024923554865	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD 2	BPD	gCap	CDKN1A	31	True	6.33856500383119	6.4450658452388	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD 2	BPD	gCap	COL18A1	27	True	6.14106192675003	6.24728567705804	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD 2	BPD	gCap	ECM1	0	False	-0.547612087878967	-0.681584195407886	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD 2	BPD	gCap	GDF15	0	False	-0.547612087878967	-0.681584195407886	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD 2	BPD	gCap	LGALS1	87	True	7.81944024957792	7.92715248198217	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD 2	BPD	gCap	MAP1B	0	False	-0.547612087878967	-0.681584195407886	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD 2	BPD	gCap	PHLDA3	2	True	2.55118787085626	2.63329685804852	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD 2	BPD	gCap	RPS27L	23	True	5.91216662165537	6.01801791247207	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD 2	BPD	gCap	S100A6	237	True	9.26247178445791	9.37061134086523	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD 2	BPD	gCap	TINAGL1	16	True	5.39575766782837	5.50051576618979	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD 2	BPD	gCap	ZFP36L2	212	True	9.10183849511604	9.20994877592442	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD 2	BPD	gCap	ZMAT3	3	True	3.07889572617788	3.16910614183807	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 1	BPD+PH	gCap	APLN	280	True	7.2046679466941	6.97266897982604	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 1	BPD+PH	gCap	BAX	481	True	7.98247917466719	7.7502832208377	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 1	BPD+PH	gCap	CCN2	864	True	8.82574255444595	8.59342456232079	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 1	BPD+PH	gCap	CCND1	1409	True	9.53046930966532	9.29809192529996	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 1	BPD+PH	gCap	CCNG1	85	True	5.50004523533849	5.26911378049938	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 1	BPD+PH	gCap	CDKN1A	329	True	7.43633179351956	7.20426270935672	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 1	BPD+PH	gCap	COL18A1	515	True	8.08075703832978	7.8485429283559	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 1	BPD+PH	gCap	ECM1	43	True	4.53806574077835	4.30859288013662	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 1	BPD+PH	gCap	GDF15	725	True	8.57310922912442	8.34082064928248	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 1	BPD+PH	gCap	LGALS1	3762	True	10.9464625236577	10.7140261772358	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 1	BPD+PH	gCap	MAP1B	143	True	6.24165254189499	6.01010222313989	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 1	BPD+PH	gCap	PHLDA3	101	True	5.74540664754181	5.51423441562192	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 1	BPD+PH	gCap	RPS27L	922	True	8.91934114696586	8.68701350052226	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 1	BPD+PH	gCap	S100A6	18819	True	13.2686805028049	13.0362158822969	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 1	BPD+PH	gCap	TINAGL1	293	True	7.26984487327613	7.03782502871204	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 1	BPD+PH	gCap	ZFP36L2	168	True	6.47215628776851	6.24046995419876	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 1	BPD+PH	gCap	ZMAT3	99	True	5.71692342790486	5.48577709424931	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 2	BPD+PH	gCap	APLN	76	True	7.77000058351901	7.73842283269217	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 2	BPD+PH	gCap	BAX	95	True	8.09102400924257	8.05950825922747	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 2	BPD+PH	gCap	CCN2	248	True	9.47312979096031	9.44176736483109	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 2	BPD+PH	gCap	CCND1	271	True	9.60096465093465	9.56961031733887	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 2	BPD+PH	gCap	CCNG1	15	True	5.44723662766859	5.41441427751131	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 2	BPD+PH	gCap	CDKN1A	71	True	7.67213860006618	7.64053903583412	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 2	BPD+PH	gCap	COL18A1	103	True	8.20738775029058	8.17589127796009	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 2	BPD+PH	gCap	ECM1	3	True	3.21307490045255	3.17447546359887	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 2	BPD+PH	gCap	GDF15	172	True	8.9458117478295	8.91440721041557	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 2	BPD+PH	gCap	LGALS1	683	True	10.933790474821	10.9024888086468	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 2	BPD+PH	gCap	MAP1B	31	True	6.4828185815698	6.45079306477016	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 2	BPD+PH	gCap	PHLDA3	26	True	6.23118270010162	6.19901259669112	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 2	BPD+PH	gCap	RPS27L	221	True	9.30700569884993	9.27563162572638	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 2	BPD+PH	gCap	S100A6	3628	True	13.3425978020651	13.3113242791357	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 2	BPD+PH	gCap	TINAGL1	64	True	7.52292068251146	7.49128487406399	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 2	BPD+PH	gCap	ZFP36L2	22	True	5.99256148821769	5.96022888742228	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
BPD+PH 2	BPD+PH	gCap	ZMAT3	26	True	6.23118270010162	6.19901259669112	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap
