gene_upper	bulk_log2FC	bulk_FDR	pseudobulk_logFC	pseudobulk_FDR	CellType	both_fdr05	core_gene	locked33
EXOSC3	0.265307899124696	0.043016438125022	0.340982473212049	0.174926086141897	Cap	False	False	False
EXOSC4	0.240566509029738	0.176433975314531	0.593452323629194	0.0003112817343308	Cap	False	False	False
EXOSC5	-0.248661282645826	0.154114664407736	0.216420723613616	0.39584131524223	Cap	False	False	False
EXOSC7	0.0314600028164095	0.854374716698639	0.295517669003693	0.193957389804604	Cap	False	False	False
EXOSC8	-0.157451337048605	0.194111314243627	0.779757416173234	0.0011611374627427	Cap	False	False	False
EXOSC9	0.0996393914531988	0.520871615989723	0.159848469612646	0.551707050170844	Cap	False	False	False
EXT1	0.232875316090031	0.0014271715816972	0.962433055425058	4.65455593196374e-06	Cap	True	False	False
EXT2	0.0945702268919901	0.165549003562471	-0.124191055476462	0.530634343320028	Cap	False	False	False
EXTL3	0.113276084299679	0.100882004222371	-0.162064823814546	0.470122229674039	Cap	False	False	False
EYA3	-0.103638673446387	0.254376870529015	0.0665319138868941	0.863297307718134	Cap	False	False	False
EZH1	-0.24614285919923	0.0001254404513041	-0.106237072963305	0.684808993833516	Cap	False	False	False
