analysis	configuration	method	mean_spearman_across_four_tasks	rank
all_nonempty_subsets	60	cpa_adapted	0.46481125175897353	4.0
all_nonempty_subsets	60	cvae_counterfactual	0.48866511398191154	2.0
all_nonempty_subsets	60	gene_linear	0.06435804228232943	7.0
all_nonempty_subsets	60	pca_latent	0.42841902694943573	6.0
all_nonempty_subsets	60	scgen_adapted	0.4901556764600668	1.0
all_nonempty_subsets	60	sinkhorn_ot	0.4506638753769571	5.0
all_nonempty_subsets	60	vae_latent	0.4870275135587926	3.0
all_nonempty_subsets	61	cpa_adapted	0.368223636344126	4.0
all_nonempty_subsets	61	cvae_counterfactual	0.37649156429616926	2.0
all_nonempty_subsets	61	gene_linear	0.05344635403599871	7.0
all_nonempty_subsets	61	pca_latent	0.3383899743508517	6.0
all_nonempty_subsets	61	scgen_adapted	0.3786943482449056	1.0
all_nonempty_subsets	61	sinkhorn_ot	0.3575677500615289	5.0
all_nonempty_subsets	61	vae_latent	0.37537251181558806	3.0
all_nonempty_subsets	62	cpa_adapted	0.35847598545575343	2.0
all_nonempty_subsets	62	cvae_counterfactual	0.35780730757271473	3.0
all_nonempty_subsets	62	gene_linear	0.05417522470870928	7.0
all_nonempty_subsets	62	pca_latent	0.32004654411249633	6.0
all_nonempty_subsets	62	scgen_adapted	0.3605315384241714	1.0
all_nonempty_subsets	62	sinkhorn_ot	0.33467595034827163	5.0
all_nonempty_subsets	62	vae_latent	0.35690526742685946	4.0
all_nonempty_subsets	63	cpa_adapted	0.38556656522171484	4.0
all_nonempty_subsets	63	cvae_counterfactual	0.39181760617742284	2.0
all_nonempty_subsets	63	gene_linear	0.05624341775638246	7.0
all_nonempty_subsets	63	pca_latent	0.34915836468989964	6.0
all_nonempty_subsets	63	scgen_adapted	0.3950243101855014	1.0
all_nonempty_subsets	63	sinkhorn_ot	0.3660917409547052	5.0
all_nonempty_subsets	63	vae_latent	0.3906610189646501	3.0
all_nonempty_subsets	64	cpa_adapted	0.3755649837475393	4.0
all_nonempty_subsets	64	cvae_counterfactual	0.38472266932572646	2.0
all_nonempty_subsets	64	gene_linear	0.03206729194543553	7.0
all_nonempty_subsets	64	pca_latent	0.34047327082917145	6.0
all_nonempty_subsets	64	scgen_adapted	0.38705404194672344	1.0
all_nonempty_subsets	64	sinkhorn_ot	0.35490816679660664	5.0
all_nonempty_subsets	64	vae_latent	0.380567063160932	3.0
all_nonempty_subsets	65	cpa_adapted	0.3715770395161676	2.0
all_nonempty_subsets	65	cvae_counterfactual	0.37050117228455426	3.0
all_nonempty_subsets	65	gene_linear	0.03629706066473352	7.0
all_nonempty_subsets	65	pca_latent	0.3278796961351777	6.0
all_nonempty_subsets	65	scgen_adapted	0.37253641853782554	1.0
all_nonempty_subsets	65	sinkhorn_ot	0.3378814152552019	5.0
all_nonempty_subsets	65	vae_latent	0.36512912030650047	4.0
all_nonempty_subsets	66	cpa_adapted	0.3977409730435935	4.0
all_nonempty_subsets	66	cvae_counterfactual	0.40535610514436665	2.0
all_nonempty_subsets	66	gene_linear	0.03957491585854456	7.0
all_nonempty_subsets	66	pca_latent	0.3573327386405591	6.0
all_nonempty_subsets	66	scgen_adapted	0.40786293640562554	1.0
all_nonempty_subsets	66	sinkhorn_ot	0.369796823660755	5.0
all_nonempty_subsets	66	vae_latent	0.4005351749732438	3.0
all_nonempty_subsets	67	cpa_adapted	0.41526901147874473	4.0
all_nonempty_subsets	67	cvae_counterfactual	0.43941595041629744	2.0
all_nonempty_subsets	67	gene_linear	0.03186987026803665	7.0
all_nonempty_subsets	67	pca_latent	0.38003324100467617	6.0
all_nonempty_subsets	67	scgen_adapted	0.4404280069084085	1.0
all_nonempty_subsets	67	sinkhorn_ot	0.4029169542333635	5.0
all_nonempty_subsets	67	vae_latent	0.43392554938482486	3.0
all_nonempty_subsets	68	cpa_adapted	0.40480402680994937	4.0
all_nonempty_subsets	68	cvae_counterfactual	0.4219021983741798	2.0
all_nonempty_subsets	68	gene_linear	0.03399893492203456	7.0
all_nonempty_subsets	68	pca_latent	0.3641501323278043	6.0
all_nonempty_subsets	68	scgen_adapted	0.42330820046780315	1.0
all_nonempty_subsets	68	sinkhorn_ot	0.3840086623120803	5.0
all_nonempty_subsets	68	vae_latent	0.41685388298043224	3.0
all_nonempty_subsets	69	cpa_adapted	0.43382425051612616	4.0
all_nonempty_subsets	69	cvae_counterfactual	0.4576303410377968	2.0
all_nonempty_subsets	69	gene_linear	0.034271633201572387	7.0
all_nonempty_subsets	69	pca_latent	0.39331123233599935	6.0
all_nonempty_subsets	69	scgen_adapted	0.4590246399182507	1.0
all_nonempty_subsets	69	sinkhorn_ot	0.4153345970908735	5.0
all_nonempty_subsets	69	vae_latent	0.4521647182398467	3.0
all_nonempty_subsets	70	cpa_adapted	0.33723663510127866	4.0
all_nonempty_subsets	70	cvae_counterfactual	0.34545679135205454	2.0
all_nonempty_subsets	70	gene_linear	0.02335994495524167	7.0
all_nonempty_subsets	70	pca_latent	0.30328217973741534	6.0
all_nonempty_subsets	70	scgen_adapted	0.3475633117030895	1.0
all_nonempty_subsets	70	sinkhorn_ot	0.3222384717754453	5.0
all_nonempty_subsets	70	vae_latent	0.3405097164966422	3.0
all_nonempty_subsets	71	cpa_adapted	0.32748898421290606	2.0
all_nonempty_subsets	71	cvae_counterfactual	0.3267725346286	3.0
all_nonempty_subsets	71	gene_linear	0.02408881562795224	7.0
all_nonempty_subsets	71	pca_latent	0.28493874949905995	6.0
all_nonempty_subsets	71	scgen_adapted	0.32940050188235526	1.0
all_nonempty_subsets	71	sinkhorn_ot	0.299346672062188	5.0
all_nonempty_subsets	71	vae_latent	0.3220424721079136	4.0
all_nonempty_subsets	72	cpa_adapted	0.3545795639788674	4.0
all_nonempty_subsets	72	cvae_counterfactual	0.3607828332333081	2.0
all_nonempty_subsets	72	gene_linear	0.02615700867562542	7.0
all_nonempty_subsets	72	pca_latent	0.31405057007646325	6.0
all_nonempty_subsets	72	scgen_adapted	0.3638932736436853	1.0
all_nonempty_subsets	72	sinkhorn_ot	0.3307624626686216	5.0
all_nonempty_subsets	72	vae_latent	0.35579822364570424	3.0
all_nonempty_subsets	73	cpa_adapted	0.4235581950602887	4.0
all_nonempty_subsets	73	cvae_counterfactual	0.43331647166257836	2.0
all_nonempty_subsets	73	gene_linear	0.049116886559046	7.0
all_nonempty_subsets	73	pca_latent	0.3907371616801673	6.0
all_nonempty_subsets	73	scgen_adapted	0.4348201640576591	1.0
all_nonempty_subsets	73	sinkhorn_ot	0.4077711062135514	5.0
all_nonempty_subsets	73	vae_latent	0.42995490826175053	3.0
all_nonempty_subsets	74	cpa_adapted	0.41957025082891697	2.0
all_nonempty_subsets	74	cvae_counterfactual	0.4190949746214062	3.0
all_nonempty_subsets	74	gene_linear	0.053346655278343987	7.0
all_nonempty_subsets	74	pca_latent	0.37814358698617356	6.0
all_nonempty_subsets	74	scgen_adapted	0.4203025406487612	1.0
all_nonempty_subsets	74	sinkhorn_ot	0.39074435467214663	5.0
all_nonempty_subsets	74	vae_latent	0.4145169654073191	4.0
all_nonempty_subsets	75	cpa_adapted	0.4457341843563429	4.0
all_nonempty_subsets	75	cvae_counterfactual	0.4539499074812186	2.0
all_nonempty_subsets	75	gene_linear	0.056624510472155026	7.0
all_nonempty_subsets	75	pca_latent	0.40759662949155495	6.0
all_nonempty_subsets	75	scgen_adapted	0.4556290585165612	1.0
all_nonempty_subsets	75	sinkhorn_ot	0.4226597630776997	5.0
all_nonempty_subsets	75	vae_latent	0.4499230200740624	3.0
all_nonempty_subsets	76	cpa_adapted	0.4632622227914941	4.0
all_nonempty_subsets	76	cvae_counterfactual	0.48800975275314934	2.0
all_nonempty_subsets	76	gene_linear	0.04891946488164711	7.0
all_nonempty_subsets	76	pca_latent	0.43029713185567203	6.0
all_nonempty_subsets	76	scgen_adapted	0.48819412901934417	1.0
all_nonempty_subsets	76	sinkhorn_ot	0.4557798936503082	5.0
all_nonempty_subsets	76	vae_latent	0.4833133944856434	3.0
all_nonempty_subsets	77	cpa_adapted	0.45279723812269873	4.0
all_nonempty_subsets	77	cvae_counterfactual	0.4704960007110317	2.0
all_nonempty_subsets	77	gene_linear	0.051048529535645024	7.0
all_nonempty_subsets	77	pca_latent	0.41441402317880016	6.0
all_nonempty_subsets	77	scgen_adapted	0.4710743225787388	1.0
all_nonempty_subsets	77	sinkhorn_ot	0.43687160172902506	5.0
all_nonempty_subsets	77	vae_latent	0.4662417280812508	3.0
all_nonempty_subsets	78	cpa_adapted	0.4818174618288755	4.0
all_nonempty_subsets	78	cvae_counterfactual	0.5062241433746487	2.0
all_nonempty_subsets	78	gene_linear	0.05132122781518285	7.0
all_nonempty_subsets	78	pca_latent	0.4435751231869952	6.0
all_nonempty_subsets	78	scgen_adapted	0.5067907620291864	1.0
all_nonempty_subsets	78	sinkhorn_ot	0.4681975365078182	5.0
all_nonempty_subsets	78	vae_latent	0.5015525633406653	3.0
all_nonempty_subsets	79	cpa_adapted	0.385229846414028	4.0
all_nonempty_subsets	79	cvae_counterfactual	0.39405059368890644	2.0
all_nonempty_subsets	79	gene_linear	0.04040953956885214	7.0
all_nonempty_subsets	79	pca_latent	0.35354607058841125	6.0
all_nonempty_subsets	79	scgen_adapted	0.3953294338140252	1.0
all_nonempty_subsets	79	sinkhorn_ot	0.37510141119239	5.0
all_nonempty_subsets	79	vae_latent	0.38989756159746075	3.0
all_nonempty_subsets	80	cpa_adapted	0.3754821955256554	2.0
all_nonempty_subsets	80	cvae_counterfactual	0.37536633696545196	3.0
all_nonempty_subsets	80	gene_linear	0.0411384102415627	7.0
all_nonempty_subsets	80	pca_latent	0.3352026403500558	6.0
all_nonempty_subsets	80	scgen_adapted	0.37716662399329093	1.0
all_nonempty_subsets	80	sinkhorn_ot	0.3522096114791327	5.0
all_nonempty_subsets	80	vae_latent	0.37143031720873215	4.0
all_nonempty_subsets	81	cpa_adapted	0.4025727752916168	4.0
all_nonempty_subsets	81	cvae_counterfactual	0.40937663557016	2.0
all_nonempty_subsets	81	gene_linear	0.04320660328923589	7.0
all_nonempty_subsets	81	pca_latent	0.3643144609274591	6.0
all_nonempty_subsets	81	scgen_adapted	0.41165939575462096	1.0
all_nonempty_subsets	81	sinkhorn_ot	0.3836254020855663	5.0
all_nonempty_subsets	81	vae_latent	0.4051860687465228	3.0
