tf	median_ulm_score	mean_abs_ulm_score	significant_contrasts	direction_consistency	median_fdr	n_targets	median_beta	median_rescue_198	median_rescue_33	positive_rescue_contrasts_33	suggested_intervention	priority_score	external_JCI_hyperoxia_vs_room_air_ulm	external_JCI_hyperoxia_vs_room_air_fdr	external_JCI_p53_EC_deletion_vs_control_hyperoxia_ulm	external_JCI_p53_EC_deletion_vs_control_hyperoxia_fdr	external_JCI_p53_null_vs_control_hyperoxia_ulm	external_JCI_p53_null_vs_control_hyperoxia_fdr	external_hyperoxia_direction_match	network_evidence_class
Etv4	1.2005210188195092	1.377123597308145	1	1.0	0.44456852972507477	63	0.009620577643320832	0.002093238234146644	0.00334942968329327	6	inhibit	0.0053813417634520945	3.184856723562449	0.006933101452887058	-0.5839992331386469	0.8557642102241516	-2.053200683234668	0.2747627794742584	True	screening_only
Nr0b1	-2.298981362956281	2.164317278682583	2	1.0	0.07396337762475014	46	-0.020842470810479706	0.0009336527129452099	0.00180453803790237	6	activate	0.00520745714062942	-1.3710866855341906	0.28747525811195374	-2.2330202968761754	0.1834287792444229	-1.2249771064988968	0.5589539408683777	True	screening_only
Pax6	2.2708551368122194	2.058047626685362	2	1.0	0.06615868955850601	144	0.01307897497123406	0.0016405041077179883	0.0018649286672293153	6	inhibit	0.005117482690038384	2.456748960832355	0.042776282876729965	-2.24134832112372	0.1834287792444229	-2.2151505240386564	0.23184987902641296	True	screening_only
Irf9	1.0641558688675052	1.959123332058437	2	1.0	0.42946597933769226	26	0.02124827340596739	0.001207476016112763	0.0019233489407972093	6	inhibit	0.005024103714140925	0.431496787119114	0.7354136109352112	0.28315364213764666	0.9410383701324463	-0.9513607774756389	0.6608086228370667	True	screening_only
Nanog	2.188623108629408	2.2884388430474782	3	0.6666666666666666	0.10401083342730999	60	0.018042629636646507	0.0008697303288180969	0.0021945379494513473	4	inhibit	0.0050220658860662265	1.1962688568072457	0.351178914308548	-0.09823663011010648	0.9843567609786987	0.2419827885285443	0.9396591782569885	True	screening_only
Onecut1	1.6698195807336935	1.6121582013902191	2	1.0	0.2113506942987442	28	0.01779253671533158	0.0013277738689419505	0.0022660988402620763	6	inhibit	0.004871079773985826							False	screening_only
Neurog2	-1.803539254701656	1.8557061459184403	2	0.8333333333333334	0.24553404562175274	24	-0.019166574684981223	0.0015453908354122747	0.00234626808247812	5	activate	0.00483776011180769							False	screening_only
Ppara	2.2071716244083364	2.022030479941692	3	0.6666666666666666	0.07965706568211317	254	0.007922866876307806	0.0011948999148173045	0.0023181050342978016	4	inhibit	0.004687279035056437	1.1783525974414784	0.3569539785385132	-0.5426875287004821	0.8636234402656555	-0.9905731860265676	0.6453303694725037	True	screening_only
Smarca5	1.4025943739546092	1.5833558365332465	2	1.0	0.29503077268600464	15	0.0163500959729512	0.0015928440606298722	0.0021944907538237746	6	inhibit	0.00463287965771349							False	screening_only
Ets1	2.256367173923299	2.356618491503404	3	0.6666666666666666	0.132973873289302	210	0.013933888054935815	0.002058085273664967	0.0018924715330785324	4	inhibit	0.004459833409496666	5.060002885431185	1.0606314390315674e-05	1.596138442720547	0.4458851218223572	-0.987056849584443	0.6453303694725037	True	screening_only
Tcf3	1.8714913746329267	1.9223324953575702	2	1.0	0.13447442278265953	122	0.014495230427560594	0.0010193836222322505	0.0017239555281730046	6	inhibit	0.004418687643144387	1.687604215027588	0.18031544983386993	1.9678550342949	0.27391037344932556	-0.10250743950233354	0.9878000617027283	True	screening_only
Foxa2	1.537909121321821	1.5591992880306238	1	0.6666666666666666	0.3296607881784439	117	0.005775364966996719	0.002603473907343501	0.0034752334068092194	4	inhibit	0.0042144522417178025	2.753755276213454	0.022078370675444603	1.2841628891265822	0.5968852639198303	-0.9410348607136833	0.6670746803283691	True	screening_only
Zeb2	-1.0621392641631058	1.6305924030326062	2	1.0	0.42122913897037506	30	-0.01858805913001915	0.0008908490780949463	0.00193375474928692	6	activate	0.004204221071353965							False	screening_only
Cebpb	1.8536669976145077	1.785440758634268	1	1.0	0.12987636774778366	434	0.007827801235477614	0.0016466062798771164	0.0019970013336473302	6	inhibit	0.004159782172164423	3.5225168382640164	0.002571931341663003	0.5432241363117916	0.8636234402656555	-1.4470866002071276	0.4724617302417755	True	screening_only
Hoxb7	1.5189228348166253	1.4979726455483873	2	1.0	0.30060355365276337	20	0.022036887423779634	0.0011758962048100119	0.00205419472647167	6	inhibit	0.004102836678512417							False	screening_only
Stat6	2.0810821094359766	2.0449723241573197	2	0.8333333333333334	0.08570649474859238	118	0.017779943269874227	0.001064423684180693	0.0017986684394503683	5	inhibit	0.004086919087790265	2.677422270984667	0.026748165488243103	0.651710603881221	0.8557642102241516	-1.7867752433501272	0.3529040813446045	True	screening_only
Zfhx3	1.5413644271374718	2.2510864118803173	2	0.6666666666666666	0.10911108180880547	15	0.017349473248513676	0.0014515577096849142	0.0019958847209001207	5	inhibit	0.003993696866575822							False	screening_only
Satb1	-1.0833573226878113	1.8118508439316454	2	0.6666666666666666	0.36170314252376556	43	-0.008381198284854882	0.0016897878923491372	0.0024740006047624385	4	activate	0.003984462296556644	0.2732063788909217	0.8464489579200745	0.2543056519357723	0.9410383701324463	2.4286838747649457	0.16474126279354095	False	screening_only
Foxo1	1.99608633445967	2.215359440670877	3	0.6666666666666666	0.11199351400136948	269	0.007226666220836206	0.0012293306643872404	0.0017842196792479115	4	inhibit	0.003952687910652624	-1.961485077201109	0.1100904643535614	1.9798601825711666	0.27088579535484314	-1.0346408639050948	0.6345256567001343	False	screening_only
Tfap2a	2.155844313312203	1.7099671146122228	1	1.0	0.07405334711074829	304	0.00857078483958737	0.0014876809498009513	0.0018561340290864647	6	inhibit	0.0037029161750589657	2.0475606529161907	0.09549711644649506	-0.043842285629992865	0.9843567609786987	-1.3213651667396484	0.5287230610847473	True	screening_only
Hdac7	0.5404013838481132	1.9388950051962752	2	0.5	0.2985111027956009	13	0.0039061393592298775	0.001875464212736322	0.0027312955173559583	3	inhibit	0.003530463490877629							False	screening_only
Irf2	1.0769596849743792	1.49575336092129	2	1.0	0.4451482445001602	57	0.010988255013506	0.0012004191772920225	0.0016992347717180722	6	inhibit	0.0033888481610555034	1.247148339823407	0.3295916020870209	-0.40312315339290605	0.9009935855865479	-2.4374989349267704	0.16474126279354095	True	screening_only
Vdr	1.559031810712981	1.7994340629642442	2	1.0	0.19834508746862411	143	0.010612488693643327	0.0012368547751804293	0.0014047808000838824	6	inhibit	0.003370413896892136	2.4232367637770094	0.04616826772689819	1.0018276663813344	0.741795539855957	0.16617231548609465	0.9676933884620667	True	screening_only
Gli1	-2.2121268025557637	2.8071636811527463	2	1.0	0.08106078393757343	171	-0.012711258608206434	0.00031782418164411075	0.0008899447705755792	4	activate	0.0033309608509221053	2.0733662333601903	0.09148536622524261	-1.2888590011495682	0.5968852639198303	0.42257233207250566	0.8500482439994812	False	screening_only
Isl1	1.5808766270100116	1.534513789736854	1	1.0	0.23329612240195274	31	0.018082083562096826	0.0010325289720775621	0.0017710648432160414	6	inhibit	0.0031706773285053473							False	screening_only
Jdp2	-1.8839797464967138	2.1343877610361948	2	0.8333333333333334	0.11583751067519188	33	-0.01940399698015787	0.00015142607266893648	0.0013316858746303395	5	activate	0.0031581489248397525	0.33684814815379194	0.8020634055137634	1.8959059962775673	0.31287384033203125	-0.41470308329591615	0.8500482439994812	False	screening_only
Irf3	-1.3327695812115827	1.599949578489588	1	0.8333333333333334	0.3294149190187454	76	-0.007798208044314775	0.00110376777428417	0.0020173057179563303	5	activate	0.003137932226653065	1.9993879615403731	0.10275981575250626	0.1763095262290983	0.9463486075401306	2.114218995765542	0.2469557225704193	False	screening_only
Tbx2	-1.645595657623049	1.8127198705904946	1	0.6666666666666666	0.09587999805808067	31	-0.012487603458258664	0.0013418002484273939	0.0021816439538869803	5	activate	0.003075885046705755	-0.4457293735277115	0.733877420425415	-0.8739629142436071	0.8117617964744568	1.9136056787455804	0.3328457772731781	True	screening_only
Gata2	1.3857992045462457	1.5706613407164178	2	0.8333333333333334	0.29354020208120346	91	0.008594758385812602	0.0006054337044092417	0.0017103398206950726	5	inhibit	0.0029848495953928894	1.0080239564497955	0.43886467814445496	1.441221076044703	0.534850537776947	-1.7367055195756234	0.37022852897644043	True	screening_only
Dnmt1	1.9205284825962519	1.8088979923308461	2	0.8333333333333334	0.11708912253379822	172	0.014104430332797374	8.621844998085715e-05	0.0014451386966620738	4	inhibit	0.0029045649855907116	2.849891066077664	0.017088299617171288	1.0989142514315047	0.7119062542915344	-1.2198422600552912	0.5589539408683777	True	screening_only
Mtf1	2.371465344547526	2.2146568356220055	3	1.0	0.06975151970982552	35	0.026683772909361022	0.0008043263728824135	0.0008333515464663543	6	inhibit	0.0027683815482868216	3.9892583539222923	0.0006288312724791467	3.4109862418648684	0.016465816646814346	0.1699172158046222	0.9676933884620667	True	screening_only
Nfia	-1.3179873087539997	1.6422063749001798	1	0.8333333333333334	0.309304878115654	56	-0.010794123314095416	0.0010327139057699775	0.0017315964775311832	5	activate	0.002764648808207616	-1.2576287236112083	0.3256429135799408	-0.08103044239877265	0.9843567609786987	1.3229108400859002	0.5287230610847473	True	screening_only
Nr3c1	1.2448430194344455	1.7686517451966017	2	0.6666666666666666	0.3101222515106201	275	0.003913875747027128	0.0008879116907457019	0.0017492493879684434	4	inhibit	0.0027500559847239772	0.503974729362123	0.6945106387138367	0.977057573935039	0.745517373085022	-1.5053774595259337	0.4397609233856201	True	screening_only
Rara	1.1646501861536165	1.4993940937666306	2	0.8333333333333334	0.3799896538257599	187	0.007120972130471151	0.0016094135011051058	0.0015545312409251943	5	inhibit	0.002589838845798831	3.5548125517256604	0.0023183953016996384	0.3531206262241281	0.9131598472595215	-0.2281756237016882	0.9396591782569885	True	screening_only
Pou4f1	2.248589556256111	2.814495090954711	3	0.6666666666666666	0.034948921762406826	27	0.03601051926132999	0.0001909959907730463	0.0007715778529595596	4	inhibit	0.0021716020794440563	1.1709630694951623	0.35899439454078674	0.15276369560577818	0.9477235078811646	-0.9758379204493235	0.6524022221565247	True	screening_only
Gata4	1.5241539269196827	2.2097104099517666	2	0.6666666666666666	0.15707863494753838	128	0.007673651677018999	0.0010834852919423543	0.0010137276985320298	4	inhibit	0.001991150798491264	2.8990595055260906	0.014878167770802975	-0.5863639019588465	0.8557642102241516	-1.010266932635488	0.6371135711669922	True	screening_only
Neurog3	-1.4328810656308875	1.6070964722854153	2	0.6666666666666666	0.2934594787657261	26	-0.015135685646812483	0.0009214977699328331	0.001391611956414518	4	activate	0.0019879597030613124							False	screening_only
Fosl1	1.8007763901374512	1.6680220359845297	2	0.6666666666666666	0.14754923433065414	50	0.016891029013777162	0.0008409814745156674	0.0012737737457778064	4	inhibit	0.0018886068238363886	0.8101585883339811	0.5308131575584412	-0.5394610820694061	0.8636234402656555	-0.010465972546720773	0.9946731328964233	True	screening_only
Elf4	1.8273170873353812	1.9379977954606555	1	1.0	0.1311192326247692	48	0.016067683873581172	0.0006454520646540507	0.0007774204808690954	6	inhibit	0.001757745707748648	3.6041468847776423	0.002033131429925561	0.44232256174225193	0.8912356495857239	-0.34065576907035316	0.8903299570083618	True	screening_only
Runx3	1.5511844303844837	1.4474703731027656	1	0.8333333333333334	0.24396268278360367	71	0.009545028561939922	0.00099345863276884	0.00120156501736568	6	inhibit	0.0016909178261048227	0.6481857049607294	0.622911810874939	0.4487665661665269	0.8885892033576965	-1.9773105454559847	0.3039599359035492	True	screening_only
Nr1i2	2.0281413037630385	1.9233703146558507	1	1.0	0.11597798019647598	220	0.007624688584241814	0.0008907908234694339	0.0007529489119034727	6	inhibit	0.001689566183208823	2.2027686015002	0.0716046690940857	0.21675335517508837	0.9410383701324463	-1.0259778470073617	0.6368802189826965	True	screening_only
Hbp1	-1.4779006587003851	1.443678024481871	1	0.6666666666666666	0.27878617122769356	46	-0.014428253205917202	0.0009054281134040498	0.001475206115803207	4	activate	0.0016564509507516042	-1.7259466403012034	0.16795219480991364	1.1688301425452357	0.6897374391555786	1.814432713604406	0.3529040813446045	True	screening_only
Cdx1	-1.3292258440401556	1.26176129341599	0	1.0	0.3070328086614609	41	-0.015701976811974647	0.0006712576111860269	0.0012831336535127358	6	activate	0.0016190083782818144	0.6603792994812951	0.6157020926475525	0.5303654481659212	0.8636234402656555	0.6959868149629669	0.7585058808326721	False	screening_only
Nfatc1	2.0815943370872922	1.8217321701687677	3	0.6666666666666666	0.09019218757748604	120	0.011479447125044721	0.0014853999065614354	0.0008802129140776382	4	inhibit	0.0016035121821732308	2.3092811379426643	0.05793284997344017	-0.8063894220557016	0.8203834295272827	0.10700153125208393	0.9878000617027283	True	screening_only
Twist2	-0.6513690808521667	0.9853700644678015	1	1.0	0.702730804681778	33	-0.0069187583668997845	0.0003581921433651325	0.001170869413809672	6	activate	0.0013460296147305157	0.9361115401120593	0.46898648142814636	1.070002875622354	0.7148886322975159	-1.0202087908971593	0.6368802189826965	False	screening_only
Foxa1	1.3418895433153861	1.2883895785755197	1	1.0	0.30521491169929504	62	0.00978431581798933	0.00045838501732542447	0.0008512729102943539	6	inhibit	0.001279566337171382	-3.032198806502436	0.010685511864721775	0.5085172597717169	0.8779634833335876	0.8162631350187926	0.6991250514984131	False	screening_only
Zeb1	-0.7688428891243547	1.2636882417267457	1	0.6666666666666666	0.5473509132862091	63	-0.006815158476600879	0.0009337349408717888	0.0012510011697612344	4	activate	0.0012295698089217484	-4.558127842811045	8.211139356717467e-05	-0.7248145854252734	0.8424339890480042	1.8826309504405274	0.33995315432548523	True	screening_only
Ncoa2	1.5301034804027314	1.4674464726539593	0	0.8333333333333334	0.26234545558691025	63	0.010905963915461545	0.0009689486696732863	0.0009732595515513087	5	inhibit	0.0011901719132506186	1.6612911319050292	0.18824227154254913	-0.5921768637756646	0.8557642102241516	0.6607215076084604	0.7759783267974854	True	screening_only
Wt1	0.8874917311941899	1.043639604749752	0	1.0	0.5673536658287048	149	0.006130574918986628	0.00026517256151337154	0.0011367606265973995	6	inhibit	0.0011863684110371905	0.6923437522640736	0.5977556109428406	-0.9058168559606257	0.8007010221481323	-1.1854800168629664	0.5748103857040405	True	screening_only
Msx2	1.2094739238092005	1.180678747137133	0	1.0	0.38663195073604584	45	0.008997218187940463	0.000716162806390086	0.0009551941751373971	6	inhibit	0.0011277774619739092	0.5717429855873556	0.6605055332183838	0.04718812866817529	0.9843567609786987	-0.03787861884922085	0.9878000617027283	True	screening_only
Esr2	1.3030279018534832	1.5243532851970458	1	1.0	0.31377340853214264	196	0.004947571435898045	0.00046701637695900633	0.0006129907753689157	5	inhibit	0.001090150252600606	2.316927196193764	0.05725134164094925	1.3440909184722107	0.5829448699951172	0.7287967236623699	0.744618833065033	True	screening_only
Nfkbib	1.7315134128795067	1.442527485324694	0	1.0	0.15135809034109116	21	0.023426884657064093	0.0004499391042066536	0.0007532996541929071	6	inhibit	0.001086655455858856	5.743091583321853	5.292235414344759e-07	3.6679690090342554	0.008098043501377106	-0.3667216269485481	0.8730568885803223	True	screening_only
Nr5a2	1.152291549918876	1.072995764197629	0	1.0	0.4084087610244751	58	0.00886225609284003	0.0005656953889440208	0.0009587967392427066	6	inhibit	0.0010287848399339228	1.114771383876467	0.3874645233154297	-0.7824902413862843	0.8203834295272827	0.7575619725724881	0.7381715774536133	True	screening_only
Pitx1	1.1213381825007396	1.2903301443535156	1	1.0	0.45457589626312256	32	0.010648851455666197	0.0004487310684289092	0.0006695862308379597	6	inhibit	0.0010079851808766495	3.5046757961465462	0.0026537871453911066	2.646436385716607	0.08939037472009659	-2.177247687315222	0.2344072163105011	True	screening_only
Thrb	-1.0790474365713139	1.1033390049278144	0	0.8333333333333334	0.4034375548362732	52	-0.009395110159426148	0.0006117942561261747	0.0009560783867693656	5	activate	0.0008790654799092517	0.29658456958602586	0.8325890302658081	0.8421817570322234	0.8117617964744568	1.118824116508137	0.5973057150840759	False	screening_only
Notch1	0.567869956900619	1.2207966055528112	2	0.6666666666666666	0.6425324380397797	70	0.004037685775903706	0.0004803552759592433	0.0007739495267131691	4	inhibit	0.0008398532934050146	2.4225223899054336	0.04616826772689819	-1.0886336388875624	0.7119062542915344	-0.9249784491332904	0.6751274466514587	True	screening_only
Mxd1	0.7947643909307787	1.1372796173924355	2	0.8333333333333334	0.6186637878417969	24	0.00841290324072004	0.00041662415750676196	0.0006581552650746225	5	inhibit	0.0008316739644987596	0.9408369778762449	0.4676358103752136	-0.37157661357879174	0.9073979258537292	-1.3793406245336723	0.5099007487297058	True	screening_only
E2f3	0.7566980245536368	1.0186589902800107	0	0.6666666666666666	0.36545877158641815	66	0.00899639116519032	0.0002674995689725401	0.0011495617409030823	4	inhibit	0.0007806742681685767	0.9567314953998376	0.4615877866744995	0.028458933167085275	0.9843567609786987	2.3384592711994427	0.1877625286579132	True	screening_only
Crem	-1.0143283216354808	1.229824767719691	1	0.6666666666666666	0.38118234276771545	85	-0.008186486856761101	0.00045367610895602484	0.0007052520704700083	4	activate	0.000674595027360807	-2.1049803208660003	0.08738406747579575	-0.22171246801943842	0.9410383701324463	0.584257418238558	0.7845775485038757	True	screening_only
Pparg	1.0980377040372242	1.4899745979409984	0	0.6666666666666666	0.24783529341220856	354	0.0024184288462942	0.0004927789303764696	0.0006668732744021799	4	inhibit	0.0006624161592699901	-0.5142961362808137	0.6926825642585754	0.5877245241131744	0.8557642102241516	-1.2209047547302236	0.5589539408683777	False	screening_only
Sox4	1.1631551202112962	1.5123190773483393	0	0.6666666666666666	0.24324881285429	22	0.02083823956075101	0.0004298649664403187	0.0006463576956777239	4	inhibit	0.000651666049309556	2.246854537912293	0.06469643861055374	-0.07378523575000302	0.9843567609786987	-0.7114740278645344	0.7470057606697083	True	screening_only
E2f1	0.37579307755473074	1.0739202269487735	1	0.6666666666666666	0.6129556000232697	311	0.001695257404481847	0.00042005099004777113	0.000753299280033537	4	inhibit	0.0006292092596019718	2.6714553907605385	0.026748165488243103	1.6904553812300334	0.4038948118686676	2.6345586883082683	0.10681883990764618	True	screening_only
Bcl6	-1.0612691764153994	1.1641292359163062	0	1.0	0.48217615485191345	94	-0.008338462418330765	0.0003457275237465085	0.0005236010889984044	5	activate	0.0006095393356606584	-0.7027289185934492	0.5942282676696777	0.4845657698004078	0.8794050216674805	3.129198600172224	0.045056164264678955	True	screening_only
Nfkb1	2.824041513359888	2.6614681848864983	3	0.6666666666666666	0.026533976546488702	407	0.008729640004312401	0.00041864325060197993	0.00022545732827294884	3	inhibit	0.0006000475062479646	2.1815721600101416	0.07497959583997726	4.594822525347245	0.0007238679099828005	3.769686914127951	0.010835942812263966	True	screening_only
Rbpj	0.893794050340392	1.0343178202076357	0	0.6666666666666666	0.513837605714798	145	0.005602780932804188	0.00048569805808357236	0.0008430749118551462	5	inhibit	0.0005813382700678395	0.9909688056381462	0.4485163390636444	0.9155020132833057	0.7948042750358582	1.2870822677696208	0.5435616374015808	True	screening_only
Myb	-1.0895669263765364	1.1713020900705389	0	0.8333333333333334	0.4962829500436783	180	-0.0043780221090420155	0.0007672594522927234	0.0005761480178572143	4	activate	0.0005623694812551277	-1.5284630574859202	0.22947439551353455	-0.41990733520005796	0.8949505686759949	0.13745295147509026	0.9803820848464966	True	screening_only
Tcf7l2	0.47682968500668504	1.4933818133913803	1	0.5	0.3026682883501053	109	0.0063320524554567464	0.00024110866338927783	0.0005852142113499381	3	inhibit	0.00050980315176477	1.6157668608336546	0.19783218204975128	1.3860433156402163	0.5709028840065002	2.5113788791615828	0.14678820967674255	True	screening_only
Cdx2	0.6921430103494794	0.9053441228423348	0	0.6666666666666666	0.6546195149421692	68	0.004039852656538265	0.0004872835211922055	0.0008035346631569129	5	inhibit	0.00048498358985947076	0.8802037687997619	0.49451377987861633	0.19080338455185872	0.9410383701324463	-0.41154313611425325	0.8500482439994812	True	screening_only
Irf1	0.8709509162751573	1.2135117461415723	1	0.6666666666666666	0.41283197700977325	156	0.004900363210015058	0.0006240044867637518	0.0004933455273975484	4	inhibit	0.0004656404607581486	-0.24848347099624674	0.858569324016571	-0.6417342492111674	0.8557642102241516	-2.802471011530467	0.07966189086437225	False	screening_only
Nr1i3	-0.5270063681737942	0.8447443484340623	0	0.6666666666666666	0.7011399567127228	53	-0.0034850280553343225	0.00036285995251544856	0.0007959882996276257	4	activate	0.0004482710783533839	1.345117051297517	0.2953183650970459	2.1093624179241597	0.221098393201828	0.5980489127255387	0.7845775485038757	False	screening_only
Pax3	-0.34543675132598944	1.3429319618211222	2	0.6666666666666666	0.5690674334764481	110	-0.001826445713872445	0.00019649186923009765	0.00034484572077342346	4	activate	0.0004116483025101088	-1.1611723588463148	0.3607366979122162	-0.6696624125226804	0.8557642102241516	-0.41073787313289734	0.8500482439994812	True	screening_only
Cebpd	0.9037400895754683	0.849716870637903	0	0.8333333333333334	0.5730631053447723	95	0.004709120007702969	0.00031796303319236996	0.0005245219267933088	5	inhibit	0.00037141260851314466	2.295330313305334	0.058954451233148575	3.1508471176785866	0.03360408544540405	0.5849509472744957	0.7845775485038757	True	screening_only
Sox17	-0.18767325666297857	1.3688328822441136	0	0.5	0.26982133090496063	42	0.002219607925303253	0.000283118916098668	0.0005396762870217287	4	inhibit	0.00036936332372137717	0.02206602236405484	0.9853909611701965	0.6905275967079705	0.8473027944564819	1.8495689443059526	0.33995315432548523	False	screening_only
Foxo3	-1.8364059681551632	1.8245666805886558	1	0.8333333333333334	0.15612537786364555	199	-0.006326048666936875	-0.0005477815011323273	0.00017779606670631498	3	activate	0.00031538964649505867	-0.9608336851574429	0.4615877866744995	-0.24021991283881694	0.9410383701324463	-1.908543701436543	0.3328457772731781	True	screening_only
Nfkb2	-0.09760466141913415	1.3898197013391387	1	0.5	0.3797585070133209	71	0.0008056223316966135	0.0002750660646259062	0.0003805320466596651	4	inhibit	0.0003085080456724624	1.740623421556007	0.16407817602157593	-1.2650564509674034	0.6102491617202759	-0.07828272132232159	0.9878000617027283	False	screening_only
Bcl11a	3.7040081900715105	3.4164696366999383	5	0.8333333333333334	0.0013922952930442989	13	0.06034467875168949	2.6367262656756818e-05	4.544433709080531e-05	3	inhibit	0.0002372015522413368							False	screening_only
Xbp1	0.7321168738423718	1.4782473071804982	1	0.6666666666666666	0.3361898362636566	58	0.006099933628225803	0.00014001887051573458	0.00019774150044499228	4	inhibit	0.00022735287598383202	1.3047646791261232	0.31388524174690247	1.154143958276409	0.6987091898918152	-0.07633918976342166	0.9878000617027283	True	screening_only
Sox6	0.01116637431814499	0.8337787145978616	0	0.5	0.5567591786384583	23	-0.001468864025351998	0.00033900939064346325	0.0005163124620249371	4	activate	0.00021524517045900464							False	screening_only
Gata3	0.5741038082229384	0.7530304800150859	0	0.8333333333333334	0.6495846807956696	182	0.0025704380536849085	0.00025211457868135057	0.0003406768484326972	5	inhibit	0.00021378337558775054	1.4283102204678093	0.26396363973617554	-3.023005268794917	0.04130679741501808	-1.847999680074846	0.33995315432548523	True	screening_only
Egr4	0.5379086279869906	0.7303538967461046	0	0.8333333333333334	0.6864765882492065	15	0.008691589848375215	0.00020867148206998865	0.00032597440579351655	5	inhibit	0.00019839723125899235							False	screening_only
Ctnnb1	0.6632221816515098	1.0655017370656177	0	0.6666666666666666	0.5070530921220779	323	0.002379204090191672	0.00025706900859606696	0.0002766633488277548	5	inhibit	0.0001965235191722424	2.1762060028116688	0.07517673820257187	0.2108034701900044	0.9410383701324463	2.0748226870235236	0.2662537395954132	True	screening_only
Yy1	-0.15288596374898666	1.2668862511216674	0	0.5	0.3139995038509369	246	0.0008958116694393504	8.007510075352942e-05	0.00018382514500048242	3	inhibit	0.00011644277440577904	-1.2949834065058345	0.31388524174690247	1.4556695812049485	0.5319744348526001	1.2771218232725863	0.5436533689498901	True	screening_only
Twist1	-0.36937163177904375	0.7328339594277459	0	0.6666666666666666	0.639408677816391	74	-0.002703302429253863	7.683015275211647e-05	0.00023220692623782124	4	activate	0.00011344608077427271	1.169498070700405	0.35899439454078674	-1.1068902664461664	0.7119062542915344	-0.6141251056374671	0.7802361249923706	False	screening_only
Nrg1	0.6993698994546882	1.0883526841843896	0	0.6666666666666666	0.5188023895025253	34	0.009595829170374657	7.036169449131657e-05	0.00014643391736651745	4	inhibit	0.00010624783134765623	0.901700923138724	0.48188793659210205	-1.0774787274712472	0.7119062542915344	0.7938315137407854	0.7100386619567871	True	screening_only
Hoxa9	0.25809451093054636	1.2607399530151893	1	0.5	0.4441215395927429	38	0.002521739908032703	0.00010280114951499719	0.00014094292919469842	3	inhibit	0.00010365388945960256	-0.7889437297169535	0.5443295836448669	-1.1259726614121344	0.7077397704124451	0.11135952823509464	0.9878000617027283	False	screening_only
Nr1h4	-0.7559554452104088	0.9043148232066255	0	0.6666666666666666	0.49008239805698395	125	-0.003541228268505607	-0.00010153253049294264	0.0001283000668858003	4	activate	7.734910153548715e-05	1.298131576629821	0.31388524174690247	-0.4907085988677145	0.8794050216674805	-0.17034460019742467	0.9676933884620667	False	screening_only
Zfp729a	0.18270416188374347	0.42094165860277916	0	0.6666666666666666	0.868659496307373	51	0.0012310408794295015	5.556872086148745e-05	9.617243773468731e-05	4	inhibit	2.698865696794119e-05	0.8202438782002216	0.5255106687545776	-0.5406233788854623	0.8636234402656555	-1.5398786165646277	0.4236944615840912	True	screening_only
Max	-0.7032817400690139	1.0752038816275447	1	0.6666666666666666	0.6645089685916901	47	-0.004989752636738879	0.00028206905576455554	2.159924913325284e-05	3	activate	1.8062797284244092e-05	-1.819332385252479	0.14256608486175537	0.3575683213573067	0.9131598472595215	-0.057255893750807925	0.9878000617027283	True	screening_only
Runx1	0.009031236158163897	0.7520879047667659	0	0.5	0.6424282193183899	190	-0.00023389737594412457	7.106087364661118e-05	4.743944417501256e-05	3	activate	1.7839316086442576e-05	0.5921631350867959	0.6567642092704773	-1.326838624005578	0.5839800238609314	0.8361304794537502	0.6874080896377563	True	screening_only
Zfp458	0.12136720540809354	0.469071010552945	0	0.6666666666666666	0.8055680692195892	53	0.0006730119119350689	3.837178915500061e-05	5.411532192944879e-05	4	inhibit	1.6922619162562992e-05	0.5872788868628556	0.6568605303764343	-0.18975160876104127	0.9410383701324463	-1.334620045243247	0.5286085605621338	True	screening_only
Srebf2	0.19722042538860687	0.43815336586900955	0	0.6666666666666666	0.8520064353942871	72	0.0009576094477188838	3.833802153263566e-05	4.947191518961391e-05	4	inhibit	1.4450857437543678e-05	2.4926690696073726	0.03979219123721123	-0.45504018688780873	0.8861064910888672	-0.9158885964548195	0.6755861639976501	True	screening_only
Smarca1	-0.01882809183552127	0.7396520990042603	0	0.5	0.5509596467018127	50	-0.0001679919108098861	2.7229891570890175e-05	1.7212628987350875e-05	4	activate	6.365678579937826e-06	1.2064278009408391	0.34680530428886414	2.5559963519519218	0.10264349728822708	0.6117659902572197	0.7802361249923706	False	screening_only
Foxc2	4.718353771918943	4.094577600903987	5	0.8333333333333334	4.398319470055867e-05	23	0.05704335060857088	0.0014907767958263762	0.0	0	inhibit	0.0	0.7206426749675313	0.5849388837814331	2.7361342862772613	0.07884455472230911	2.721484990721792	0.0952240377664566	True	screening_only
Mybl1	3.8765391713220136	3.999676245251711	5	1.0	0.0015994761561159976	11	0.0653496532155205	0.0	0.0	0	inhibit	0.0							False	screening_only
Hsf1	1.7003972454098313	3.3959333156267917	5	0.5	0.000744530072552152	93	0.011562563310195707	0.0007663223648063933	-0.0018337603034520034	3	inhibit	0.0	1.0132810533401118	0.43720149993896484	2.2236042453700913	0.1834287792444229	1.2473821924233721	0.558761715888977	True	screening_only
