sample	condition	subtype	gene	raw_count	detected	log2CPM_TMM	log2CPM_library	subset_definition	gene_upper	expression_mean	expression_sd	expression_z	evidence_column	expression_label
BPD 1	BPD	gCap	LGALS1	19	TRUE	6.09531866489864	6.24804429450508	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	LGALS1	8.94875297823882	2.40476276795014	-1.18657621923035	gCap | BPD1	6.1
BPD 1	BPD	gCap	MAP1B	0	FALSE	-0.547612087878967	-0.681584195407886	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	MAP1B	2.90731173692671	3.99061712312711	-0.865761790271262	gCap | BPD1	-0.5
BPD 1	BPD	gCap	PHLDA3	1	TRUE	2.08631921777389	2.19880507432271	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	PHLDA3	4.1535241090684	2.1363186965799	-0.967648176559033	gCap | BPD1	2.1
BPD 1	BPD	gCap	RPS27L	17	TRUE	5.93655137118478	6.08897124052072	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	RPS27L	7.51876620966399	1.84787956470612	-0.856232661856856	gCap | BPD1	5.9
BPD 1	BPD	gCap	S100A6	137	TRUE	8.93293523589436	9.08791949824827	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	S100A6	11.2016713313056	2.43336196933222	-0.932346327428555	gCap | BPD1	8.9
BPD 1	BPD	gCap	TINAGL1	10	TRUE	5.18225367805236	5.33265676709085	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	TINAGL1	6.34269422541708	1.22418053160976	-0.947932529068055	gCap | BPD1	5.2
BPD 1	BPD	gCap	ZFP36L2	96	TRUE	8.42072789383382	8.57555569263905	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	ZFP36L2	7.49682104123402	1.49915749221379	0.616284051140939	gCap | BPD1	8.4
BPD 1	BPD	gCap	ZMAT3	4	TRUE	3.90053594778725	4.04382711266305	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	ZMAT3	4.7318844504929	1.48791902601856	-0.558732355839423	gCap | BPD1	3.9
BPD 2	BPD	gCap	APLN	1	TRUE	1.71046334898638	1.77144244623141	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	APLN	4.03437994783013	4.09881393020016	-0.566972943494965	gCap | BPD2	1.7
BPD 2	BPD	gCap	BAX	10	TRUE	4.7316843598462	4.83431630313249	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	BAX	6.41807329144802	1.87043116346741	-0.901604381139369	gCap | BPD2	4.7
BPD 2	BPD	gCap	CCN2	8	TRUE	4.41901376713571	4.52024923554865	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	CCN2	6.65460551508231	2.90061400295398	-0.770730523147815	gCap | BPD2	4.4
BPD 2	BPD	gCap	CCND1	101	TRUE	8.03410242339139	8.14190811462598	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	CCND1	8.79304663840677	0.892737258595532	-0.85013166831343	gCap | BPD2	8.0
BPD 2	BPD	gCap	CCNG1	8	TRUE	4.41901376713571	4.52024923554865	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	CCNG1	4.89387008883452	0.675264246543385	-0.703215554695151	gCap | BPD2	4.4
BPD 2	BPD	gCap	CDKN1A	31	TRUE	6.33856500383119	6.4450658452388	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	CDKN1A	6.6200758167618	1.20696833961287	-0.233237943110344	gCap | BPD2	6.3
BPD 2	BPD	gCap	COL18A1	27	TRUE	6.14106192675003	6.24728567705804	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	COL18A1	6.93662263177089	1.43516114963181	-0.554335452311373	gCap | BPD2	6.1
BPD 2	BPD	gCap	ECM1	0	FALSE	-0.547612087878967	-0.681584195407886	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	ECM1	1.66397911636824	2.61038585795843	-0.847227699117587	gCap | BPD2	-0.5
BPD 2	BPD	gCap	GDF15	0	FALSE	-0.547612087878967	-0.681584195407886	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	GDF15	5.1196678676931	4.51970591441627	-1.2539045820427	gCap | BPD2	-0.5
BPD 2	BPD	gCap	LGALS1	87	TRUE	7.81944024957792	7.92715248198217	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	LGALS1	8.94875297823882	2.40476276795014	-0.469615025528502	gCap | BPD2	7.8
BPD 2	BPD	gCap	MAP1B	0	FALSE	-0.547612087878967	-0.681584195407886	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	MAP1B	2.90731173692671	3.99061712312711	-0.865761790271262	gCap | BPD2	-0.5
BPD 2	BPD	gCap	PHLDA3	2	TRUE	2.55118787085626	2.63329685804852	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	PHLDA3	4.1535241090684	2.1363186965799	-0.750045506214672	gCap | BPD2	2.6
BPD 2	BPD	gCap	RPS27L	23	TRUE	5.91216662165537	6.01801791247207	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	RPS27L	7.51876620966399	1.84787956470612	-0.869428732637198	gCap | BPD2	5.9
BPD 2	BPD	gCap	S100A6	237	TRUE	9.26247178445791	9.37061134086523	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	S100A6	11.2016713313056	2.43336196933222	-0.796921942270607	gCap | BPD2	9.3
BPD 2	BPD	gCap	TINAGL1	16	TRUE	5.39575766782837	5.50051576618979	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	TINAGL1	6.34269422541708	1.22418053160976	-0.773526888508441	gCap | BPD2	5.4
BPD 2	BPD	gCap	ZFP36L2	212	TRUE	9.10183849511604	9.20994877592442	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	ZFP36L2	7.49682104123402	1.49915749221379	1.07061296909634	gCap | BPD2	9.1
BPD 2	BPD	gCap	ZMAT3	3	TRUE	3.07889572617788	3.16910614183807	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	ZMAT3	4.7318844504929	1.48791902601856	-1.11093997415851	gCap | BPD2	3.1
BPD+PH 1	BPD+PH	gCap	APLN	280	TRUE	7.2046679466941	6.97266897982604	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	APLN	4.03437994783013	4.09881393020016	0.773464727321534	gCap | PH1	7.2
BPD+PH 1	BPD+PH	gCap	BAX	481	TRUE	7.98247917466719	7.7502832208377	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	BAX	6.41807329144802	1.87043116346741	0.836387841356893	gCap | PH1	8.0
BPD+PH 1	BPD+PH	gCap	CCN2	864	TRUE	8.82574255444595	8.59342456232079	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	CCN2	6.65460551508231	2.90061400295398	0.748509466324222	gCap | PH1	8.8
BPD+PH 1	BPD+PH	gCap	CCND1	1409	TRUE	9.53046930966532	9.29809192529996	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	CCND1	8.79304663840677	0.892737258595532	0.826024302400772	gCap | PH1	9.5
BPD+PH 1	BPD+PH	gCap	CCNG1	85	TRUE	5.50004523533849	5.26911378049938	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	CCNG1	4.89387008883452	0.675264246543385	0.897685831297784	gCap | PH1	5.5
BPD+PH 1	BPD+PH	gCap	CDKN1A	329	TRUE	7.43633179351956	7.20426270935672	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	CDKN1A	6.6200758167618	1.20696833961287	0.676286154299267	gCap | PH1	7.4
BPD+PH 1	BPD+PH	gCap	COL18A1	515	TRUE	8.08075703832978	7.8485429283559	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	COL18A1	6.93662263177089	1.43516114963181	0.797216679710443	gCap | PH1	8.1
BPD+PH 1	BPD+PH	gCap	ECM1	43	TRUE	4.53806574077835	4.30859288013662	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	ECM1	1.66397911636824	2.61038585795843	1.10101984181676	gCap | PH1	4.5
BPD+PH 1	BPD+PH	gCap	GDF15	725	TRUE	8.57310922912442	8.34082064928248	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	GDF15	5.1196678676931	4.51970591441627	0.764085413260199	gCap | PH1	8.6
BPD+PH 1	BPD+PH	gCap	LGALS1	3762	TRUE	10.9464625236577	10.7140261772358	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	LGALS1	8.94875297823882	2.40476276795014	0.830730403865063	gCap | PH1	10.9
BPD+PH 1	BPD+PH	gCap	MAP1B	143	TRUE	6.24165254189499	6.01010222313989	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	MAP1B	2.90731173692671	3.99061712312711	0.835545155571185	gCap | PH1	6.2
BPD+PH 1	BPD+PH	gCap	PHLDA3	101	TRUE	5.74540664754181	5.51423441562192	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	PHLDA3	4.1535241090684	2.1363186965799	0.745152182126156	gCap | PH1	5.7
BPD+PH 1	BPD+PH	gCap	RPS27L	922	TRUE	8.91934114696586	8.68701350052226	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	RPS27L	7.51876620966399	1.84787956470612	0.757936266005853	gCap | PH1	8.9
BPD+PH 1	BPD+PH	gCap	S100A6	18819	TRUE	13.2686805028049	13.0362158822969	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	S100A6	11.2016713313056	2.43336196933222	0.849445827439548	gCap | PH1	13.3
BPD+PH 1	BPD+PH	gCap	TINAGL1	293	TRUE	7.26984487327613	7.03782502871204	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	TINAGL1	6.34269422541708	1.22418053160976	0.75736431344801	gCap | PH1	7.3
BPD+PH 1	BPD+PH	gCap	ZFP36L2	168	TRUE	6.47215628776851	6.24046995419876	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	ZFP36L2	7.49682104123402	1.49915749221379	-0.683493734839289	gCap | PH1	6.5
BPD+PH 1	BPD+PH	gCap	ZMAT3	99	TRUE	5.71692342790486	5.48577709424931	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	ZMAT3	4.7318844504929	1.48791902601856	0.662024586141469	gCap | PH1	5.7
BPD+PH 2	BPD+PH	gCap	APLN	76	TRUE	7.77000058351901	7.73842283269217	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	APLN	4.03437994783013	4.09881393020016	0.911390636243509	gCap | PH2	7.8
BPD+PH 2	BPD+PH	gCap	BAX	95	TRUE	8.09102400924257	8.05950825922747	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	BAX	6.41807329144802	1.87043116346741	0.894419827080527	gCap | PH2	8.1
BPD+PH 2	BPD+PH	gCap	CCN2	248	TRUE	9.47312979096031	9.44176736483109	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	CCN2	6.65460551508231	2.90061400295398	0.971699189553532	gCap | PH2	9.5
BPD+PH 2	BPD+PH	gCap	CCND1	271	TRUE	9.60096465093465	9.56961031733887	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	CCND1	8.79304663840677	0.892737258595532	0.904989687334111	gCap | PH2	9.6
BPD+PH 2	BPD+PH	gCap	CCNG1	15	TRUE	5.44723662766859	5.41441427751131	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	CCNG1	4.89387008883452	0.675264246543385	0.819481472129914	gCap | PH2	5.4
BPD+PH 2	BPD+PH	gCap	CDKN1A	71	TRUE	7.67213860006618	7.64053903583412	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	CDKN1A	6.6200758167618	1.20696833961287	0.87165731591752	gCap | PH2	7.7
BPD+PH 2	BPD+PH	gCap	COL18A1	103	TRUE	8.20738775029058	8.17589127796009	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	COL18A1	6.93662263177089	1.43516114963181	0.885451169609565	gCap | PH2	8.2
BPD+PH 2	BPD+PH	gCap	ECM1	3	TRUE	3.21307490045255	3.17447546359887	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	ECM1	1.66397911636824	2.61038585795843	0.59343555641841	gCap | PH2	3.2
BPD+PH 2	BPD+PH	gCap	GDF15	172	TRUE	8.9458117478295	8.91440721041557	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	GDF15	5.1196678676931	4.51970591441627	0.846547087927192	gCap | PH2	8.9
BPD+PH 2	BPD+PH	gCap	LGALS1	683	TRUE	10.933790474821	10.9024888086468	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	LGALS1	8.94875297823882	2.40476276795014	0.825460840893784	gCap | PH2	10.9
BPD+PH 2	BPD+PH	gCap	MAP1B	31	TRUE	6.4828185815698	6.45079306477016	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	MAP1B	2.90731173692671	3.99061712312711	0.89597842497134	gCap | PH2	6.5
BPD+PH 2	BPD+PH	gCap	PHLDA3	26	TRUE	6.23118270010162	6.19901259669112	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	PHLDA3	4.1535241090684	2.1363186965799	0.972541500647548	gCap | PH2	6.2
BPD+PH 2	BPD+PH	gCap	RPS27L	221	TRUE	9.30700569884993	9.27563162572638	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	RPS27L	7.51876620966399	1.84787956470612	0.9677251284882	gCap | PH2	9.3
BPD+PH 2	BPD+PH	gCap	S100A6	3628	TRUE	13.3425978020651	13.3113242791357	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	S100A6	11.2016713313056	2.43336196933222	0.879822442259614	gCap | PH2	13.3
BPD+PH 2	BPD+PH	gCap	TINAGL1	64	TRUE	7.52292068251146	7.49128487406399	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	TINAGL1	6.34269422541708	1.22418053160976	0.964095104128485	gCap | PH2	7.5
BPD+PH 2	BPD+PH	gCap	ZFP36L2	22	TRUE	5.99256148821769	5.96022888742228	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	ZFP36L2	7.49682104123402	1.49915749221379	-1.00340328539799	gCap | PH2	6.0
BPD+PH 2	BPD+PH	gCap	ZMAT3	26	TRUE	6.23118270010162	6.19901259669112	post-projection exploratory annotation: one-to-one ortholog, mouse high-confidence breadth >=3, expression-eligible, and direction-concordant in every BPD+PH-versus-BPD donor pairing within All Endothelial, gCap, and aCap	ZMAT3	4.7318844504929	1.48791902601856	1.00764774385647	gCap | PH2	6.2
