source	target	ligand	receptor	pair	ages_tested	positive_ages	nominal_ages	median_delta	min_p	min_fdr	priority_score	reported_in_external_p53_cellchat
Myeloid	Cap	Tln1	Itgb3	Tln1–Itgb3	1	1	1	0.7522808023014744	0.04329004329004329	0.10127057058465001	1.0258191142611643	False
Cap	Cap	Adam15	Itgb3	Adam15–Itgb3	1	1	1	0.7139304532317627	0.0367965367965368	0.07242324149838601	1.0239140971910397	False
Fibroblast	Cap	Fgf7	Fgfr1	Fgf7–Fgfr1	2	1	1	0.38408475287046917	0.0021645021645021645	0.007373677498158825	1.0234483546697533	False
Cap	Cap	Col4a1	Itga2	Col4a1–Itga2	2	2	1	0.1920024318542426	0.0021645021645021645	0.0073701298701298705	1.0232354786553388	False
Epithelial	Cap	Mfge8	Itgb3	Mfge8–Itgb3	1	1	1	0.6446095594553269	0.025974025974025976	0.0608339029391661	1.0220031423821958	False
Cap	Cap	Mfge8	Itgb3	Mfge8–Itgb3	1	1	1	0.6996978552080959	0.03463203463203463	0.06916250904520699	1.0219241059165243	False
Cap-a	Cap	Lamb1	Itga6	Lamb1–Itga6	1	1	1	0.51865049691764	0.010822510822510822	0.02661273153076432	1.0194967446503853	False
Epithelial	Cap	H2-D1	Canx	H2-D1–Canx	2	2	1	0.19127391083766687	0.0021645021645021645	0.009397106958082567	1.0193529832936539	False
Lymphoid	Cap	Mfge8	Itgb3	Mfge8–Itgb3	1	1	1	0.5772144333440796	0.017316017316017316	0.07051720209614946	1.016793232885211	False
Mural	Cap	Fn1	Itgav	Fn1–Itgav	2	1	1	0.38127280976475975	0.0021645021645021645	0.0065581184984170055	1.0159555330374044	False
Lymphoid	Cap	App	Plxna4	App–Plxna4	2	2	1	0.21464311596564767	0.004329004329004329	0.026016055142268735	1.0146660805955674	False
Lymphoid	Cap	Ubc	Tlr4	Ubc–Tlr4	2	1	1	0.37935765340425376	0.0021645021645021645	0.016339351705205365	1.0108523270094467	False
Fibroblast	Cap	Tln1	Itgb3	Tln1–Itgb3	1	1	1	0.7406474617303265	0.04329004329004329	0.08323448604479049	1.0099557516921815	False
Epithelial	Cap-a	Sftpd	Ly96	Sftpd–Ly96	1	1	1	0.5730081503846209	0.017316017316017316	0.04492620240651737	1.0093836467735129	False
Lymphoid	Cap	Tgm2	Itgb3	Tgm2–Itgb3	1	1	1	0.554381186102691	0.015151515151515152	0.06468129571577848	1.0087209251516596	False
Cap-a	Cap	Lamb2	Rpsa	Lamb2–Rpsa	1	1	1	0.3779058988003827	0.0021645021645021645	0.006764069264069264	1.0069839207537652	False
Cap-a	Cap	Col4a1	Itga2	Col4a1–Itga2	1	1	1	0.3776374579673796	0.0021645021645021645	0.006764069264069264	1.0062686220421917	False
Mural	Cap-a	Fn1	Itga5	Fn1–Itga5	1	1	1	0.37730806455553	0.0021645021645021645	0.006563329143974305	1.0053909065305058	False
Myeloid	Cap-a	Wnt5a	Fzd5	Wnt5a–Fzd5	1	1	1	0.6613290012342079	0.030303030303030304	0.07954545454545456	1.0042373072196653	False
Lymphoid	Cap	Col3a1	Adgrg1	Col3a1–Adgrg1	2	1	1	0.37683105611868895	0.0021645021645021645	0.016339351705205365	1.0041198498270045	False
Fibroblast	Cap-a	Jam3	Itgb1	Jam3–Itgb1	1	1	1	0.45689180730114476	0.006493506493506494	0.016896368937185265	0.9994602956516746	False
Epithelial	Cap-a	Wnt7a	Fzd1	Wnt7a–Fzd1	1	1	1	0.4222860857452242	0.004329004329004329	0.015014809751651856	0.9981204512091733	False
Cap-a	Cap	Lama5	Itga2	Lama5–Itga2	1	1	1	0.37428086313518616	0.0021645021645021645	0.006764069264069264	0.9973244985573944	False
Fibroblast	Cap-a	Col7a1	Itga2	Col7a1–Itga2	1	1	1	0.45579931344657565	0.006493506493506494	0.016896368937185265	0.9970704427074182	False
Myeloid	Cap	H2-Q10	Canx	H2-Q10–Canx	2	2	1	0.2276227839984779	0.006493506493506494	0.16351829988193625	0.9958591130623059	False
Myeloid	Cap	Tnf	Tnfrsf21	Tnf–Tnfrsf21	2	1	1	0.3728169771886478	0.0021645021645021645	0.009606831524639745	0.9934237666168215	False
Epithelial	Cap-a	Wnt5a	Fzd5	Wnt5a–Fzd5	1	1	1	0.6671865240705357	0.032467532467532464	0.07228413478413478	0.9931409784446369	False
Fibroblast	Cap-a	Lama2	Itga3	Lama2–Itga3	1	1	1	0.3726966892139396	0.0021645021645021645	0.00716815651880587	0.9931032422302595	False
Lymphoid	Cap	Tnfrsf10b	Tnfsf10	Tnfrsf10b–Tnfsf10	1	1	1	0.7278315340895936	0.04329004329004329	0.14103440419229893	0.9924797992278473	False
Cap	Cap	Col6a1	Itga6	Col6a1–Itga6	2	2	1	0.28139919134243097	0.017316017316017316	0.03957116708794561	0.991398610179224	False
Cap	Cap	Hspa1b	Tlr4	Hspa1b–Tlr4	2	1	1	0.37148045599103696	0.0021645021645021645	0.0073701298701298705	0.9898624161324472	False
Lymphoid	Cap-a	Calm1	Plpp6	Calm1–Plpp6	1	1	1	0.5439360844109071	0.015151515151515152	0.06264775413711585	0.989715603712256	False
Mural	Cap	Sema6a	Plxna2	Sema6a–Plxna2	2	2	1	0.31902790467420816	0.02813852813852814	0.13005317445063747	0.9894322651127999	False
Fibroblast	Cap-a	Lamb2	Itga3	Lamb2–Itga3	1	1	1	0.37109218684036005	0.0021645021645021645	0.00716815651880587	0.9888278178557399	False
Cap-a	Cap	Edil3	Itgav	Edil3–Itgav	1	1	1	0.37050845178240355	0.0021645021645021645	0.006764069264069264	0.9872723729177053	False
Mural	Cap	C3	Cd81	C3–Cd81	2	2	1	0.34982801271813435	0.03896103896103896	0.280366692131398	0.9860738420682384	False
Cap-a	Cap	Gnai2	S1pr1	Gnai2–S1pr1	1	1	1	0.3699859538136385	0.0021645021645021645	0.006764069264069264	0.9858801028979912	False
Epithelial	Cap	Tgfb1	Cd109	Tgfb1–Cd109	2	1	1	0.3699097099582016	0.0021645021645021645	0.009397106958082567	0.9856769403204158	False
Epithelial	Cap	Tgfb2	Eng	Tgfb2–Eng	2	2	1	0.23882780208166388	0.008658008658008658	0.0245597695796899	0.9852038438128986	False
Mural	Cap	Pf4	Procr	Pf4–Procr	2	2	1	0.33618201707675077	0.03463203463203463	0.06435059981970737	0.9820024591162907	False
Epithelial	Cap-a	Col4a1	Itgb1	Col4a1–Itgb1	1	1	1	0.3677004748802677	0.0021645021645021645	0.00885967035035358	0.9797901197978821	False
Cap-a	Cap	Tgfb1	Itgav	Tgfb1–Itgav	1	1	1	0.3675470321575105	0.0021645021645021645	0.006764069264069264	0.9793812498779796	False
Fibroblast	Cap	Tgm2	Itgb3	Tgm2–Itgb3	1	1	1	0.6943637745801592	0.03896103896103896	0.07579860897396443	0.9786151052816598	False
Cap	Cap	Col4a1	Itgav	Col4a1–Itgav	2	1	1	0.36700856651414826	0.0021645021645021645	0.0073701298701298705	0.9779464317222818	False
Epithelial	Cap	Tgm2	Itgb1	Tgm2–Itgb1	2	1	1	0.3669319948384131	0.0021645021645021645	0.009397106958082567	0.9777423956209792	False
Mural	Cap	Col1a2	Itgb1	Col1a2–Itgb1	2	2	1	0.18323557118654987	0.0021645021645021645	0.0065581184984170055	0.9765143887973667	False
Myeloid	Cap	Gas6	Axl	Gas6–Axl	2	2	1	0.34643322304880153	0.03896103896103896	0.09350649350649351	0.9765048162311059	False
Mural	Cap-a	Mdk	Itgb1	Mdk–Itgb1	1	1	1	0.41313123931060325	0.004329004329004329	0.011585093435627244	0.9764819465022303	False
Fibroblast	Cap-a	Calm1	Plpp6	Calm1–Plpp6	1	1	1	0.5354065580969216	0.015151515151515152	0.03491237677984666	0.9741957558345988	False
Myeloid	Cap	Hbegf	Cd9	Hbegf–Cd9	2	1	1	0.4722792323131981	0.008658008658008658	0.02833530106257379	0.9741146360943098	False
Lymphoid	Cap-a	Mfge8	Itgav	Mfge8–Itgav	1	1	1	0.41194436307973303	0.004329004329004329	0.02656641604010025	0.9736766316242962	False
Myeloid	Cap-a	Col6a1	Sdc4	Col6a1–Sdc4	1	1	1	0.365113666947829	0.0021645021645021645	0.009218054672600126	0.9728972027984043	False
Fibroblast	Cap-a	Col4a1	Itgb1	Col4a1–Itgb1	1	1	1	0.3642633685056804	0.0021645021645021645	0.00716815651880587	0.9706314618777053	False
Mural	Cap	App	Tnfrsf21	App–Tnfrsf21	2	1	1	0.3630221797569808	0.0021645021645021645	0.0065581184984170055	0.9673241382383323	False
Fibroblast	Cap-a	Fgf2	Fgfr1	Fgf2–Fgfr1	1	1	1	0.4088552388547755	0.004329004329004329	0.012265512265512266	0.9663751405988115	False
Fibroblast	Cap-a	Bmp4	Acvr1	Bmp4–Acvr1	1	1	1	0.40880632612245194	0.004329004329004329	0.012265512265512266	0.9662595298787223	False
Epithelial	Cap	Calr	Itga3	Calr–Itga3	2	1	1	0.3612108458415655	0.0021645021645021645	0.009397106958082567	0.9624975818555682	False
Epithelial	Cap	Tln1	Itgb3	Tln1–Itgb3	1	1	1	0.658470671295202	0.03463203463203463	0.07587079587079587	0.9617108971064013	False
Mural	Cap-a	Mfge8	Itgav	Mfge8–Itgav	1	1	1	0.360703921097036	0.0021645021645021645	0.006563329143974305	0.9611468089028469	False
Mural	Cap	Vegfd	Nrp2	Vegfd–Nrp2	2	2	1	0.3162382612191841	0.030303030303030304	0.05709062785628911	0.9604244159681515	False
Mural	Cap-a	Fgf9	Fgfr1	Fgf9–Fgfr1	1	1	1	0.438870195543029	0.006493506493506494	0.01590591818604848	0.9600376465079262	False
Myeloid	Cap	Tgm2	Itgb1	Tgm2–Itgb1	2	2	1	0.1797467411066047	0.0021645021645021645	0.009606831524639745	0.9579214226441572	False
Cap	Cap	Inhbb	Tgfb1	Inhbb–Tgfb1	2	2	1	0.2950195003203975	0.023809523809523808	0.27542269051703017	0.9577803890972568	False
Fibroblast	Cap	Fn1	Itga9	Fn1–Itga9	2	2	1	0.367482119369988	0.049783549783549784	0.09352927773980405	0.9575952987094885	False
Epithelial	Cap-a	Col4a1	Cd93	Col4a1–Cd93	1	1	1	0.3590426792666168	0.0021645021645021645	0.00885967035035358	0.9567201941899622	False
Epithelial	Cap-a	Lama5	Itga3	Lama5–Itga3	1	1	1	0.3585179634234068	0.0021645021645021645	0.00885967035035358	0.9553220143289055	False
Lymphoid	Cap	Igf1	Igf2r	Igf1–Igf2r	1	1	1	0.4629653405413099	0.008658008658008658	0.04322022063957548	0.9549039707225623	False
Fibroblast	Cap-a	Hgf	Itgb1	Hgf–Itgb1	1	1	1	0.4853526720786556	0.010822510822510822	0.02595367015429711	0.954044143661797	False
Lymphoid	Cap-a	Bmp7	Eng	Bmp7–Eng	1	1	1	0.6400101344696867	0.032467532467532464	0.11334473909324208	0.9526875442323979	False
Cap	Cap	Bgn	Tlr4	Bgn–Tlr4	2	1	1	0.35727985601437595	0.0021645021645021645	0.0073701298701298705	0.9520229013565549	False
Myeloid	Cap	Fn1	Itga3	Fn1–Itga3	2	1	1	0.3571689935776936	0.0021645021645021645	0.009606831524639745	0.9517274926542587	False
Cap-a	Cap	Tnc	Itgb3	Tnc–Itgb3	1	1	1	0.6860232020322135	0.04112554112554113	0.07858383654562	0.9507515804045733	False
Cap	Cap	Pros1	Axl	Pros1–Axl	2	2	1	0.36425696839451005	0.049783549783549784	0.0944362044640596	0.9491911090932951	False
Cap-a	Cap	Adam15	Itgb3	Adam15–Itgb3	1	1	1	0.6960061114616507	0.04329004329004329	0.08142327891544192	0.9490822716672539	False
Epithelial	Cap	Efna1	Epha2	Efna1–Epha2	2	1	2	0.17797690918204134	0.0021645021645021645	0.009397106958082567	0.9484894857724157	False
Fibroblast	Cap	Fst	Tgfb1	Fst–Tgfb1	2	1	1	0.3557289047617378	0.0021645021645021645	0.07585596221959857	0.9478901715467339	False
Cap-a	Cap-a	Calr	Itga3	Calr–Itga3	1	1	1	0.35569111689104815	0.0021645021645021645	0.00698429477499245	0.9477894804003274	False
Fibroblast	Cap-a	Col4a1	Cd93	Col4a1–Cd93	1	1	1	0.35428378630349044	0.0021645021645021645	0.00716815651880587	0.944039448243237	False
Lymphoid	Cap-a	Tnfrsf10b	Tnfsf10	Tnfrsf10b–Tnfsf10	1	1	1	0.703084260912231	0.045454545454545456	0.14402173913043478	0.9438362583776966	False
Fibroblast	Cap-a	Inhba	Acvr1	Inhba–Acvr1	1	1	1	0.39919949995038273	0.004329004329004329	0.012265512265512266	0.9435527204496782	False
Cap	Cap-a	Ntn4	Unc5b	Ntn4–Unc5b	1	1	1	0.6679475082947359	0.03896103896103896	0.07981339049300215	0.9413848260556322	False
Epithelial	Cap-a	Tgfb1	Itgav	Tgfb1–Itgav	1	1	1	0.3516272109949954	0.0021645021645021645	0.00885967035035358	0.9369606261649952	False
Epithelial	Cap	Tnfrsf11b	Tnfsf10	Tnfrsf11b–Tnfsf10	1	1	1	0.5316583317022925	0.017316017316017316	0.2326839826839827	0.9365437914468888	False
Myeloid	Cap	App	Tnfrsf21	App–Tnfrsf21	2	1	1	0.3509835035279012	0.0021645021645021645	0.009606831524639745	0.935245376228197	False
Fibroblast	Cap-a	Ror2	Fzd4	Ror2–Fzd4	1	1	1	0.35094407746310186	0.0021645021645021645	0.00716815651880587	0.9351403198810018	False
Fibroblast	Cap	Sftpd	Tlr4	Sftpd–Tlr4	2	2	1	0.22642557988154577	0.008658008658008658	0.022006888879953893	0.9340426436641823	False
Fibroblast	Cap	Ror2	Fzd4	Ror2–Fzd4	2	2	1	0.19757807243278402	0.004329004329004329	0.012648087381183466	0.9339957979322523	False
Fibroblast	Cap	Tnc	Itga2	Tnc–Itga2	2	1	1	0.35035209894399166	0.0021645021645021645	0.007373677498158825	0.9335629090703532	False
Fibroblast	Cap	Itgb3bp	Itgb3	Itgb3bp–Itgb3	1	1	1	0.6139919917954058	0.030303030303030304	0.06173396495977141	0.9323553985147132	False
Myeloid	Cap-a	Fn1	Itga2	Fn1–Itga2	1	1	1	0.4261862221914514	0.006493506493506494	0.022216547497446375	0.9322911919788128	False
Fibroblast	Cap-a	Fgf10	Fgfr1	Fgf10–Fgfr1	1	1	1	0.34978256734292845	0.0021645021645021645	0.00716815651880587	0.9320453112597544	False
Cap	Cap	Fn1	Itga3	Fn1–Itga3	2	1	1	0.3485140570926022	0.0021645021645021645	0.0073701298701298705	0.9286651856003119	False
Epithelial	Cap	Ccl25	Ackr2	Ccl25–Ackr2	2	2	1	0.19631162464066443	0.004329004329004329	0.014747612833737236	0.9280090155855287	False
Epithelial	Cap	Lamb3	Itga3	Lamb3–Itga3	2	1	1	0.347681699487836	0.0021645021645021645	0.009397106958082567	0.9264472505879785	False
Mural	Cap	Sema6a	Plxna4	Sema6a–Plxna4	2	2	1	0.26282174425977467	0.017316017316017316	0.035417143729486296	0.9259483324774259	False
Lymphoid	Cap	Calr	Itga3	Calr–Itga3	2	1	1	0.34746573045735607	0.0021645021645021645	0.016339351705205365	0.9258717704439415	False
Cap	Cap	Lama4	Dag1	Lama4–Dag1	2	2	1	0.21143443225715863	0.006493506493506494	0.017547928262213977	0.925034403321656	False
Fibroblast	Cap-a	Lefty1	Tgfb1	Lefty1–Tgfb1	1	1	1	0.39114575902491033	0.004329004329004329	0.012265512265512266	0.924516801915284	False
Cap	Cap	Tgfb1	Itgb1	Tgfb1–Itgb1	2	2	1	0.1730072404437113	0.0021645021645021645	0.0073701298701298705	0.9220047099228891	False
Epithelial	Cap-a	Col4a4	Cd93	Col4a4–Cd93	1	1	1	0.34451715598075694	0.0021645021645021645	0.00885967035035358	0.918014875125542	False
Epithelial	Cap	Hsp90b1	Tlr4	Hsp90b1–Tlr4	2	1	1	0.34411023885848846	0.0021645021645021645	0.009397106958082567	0.9169305866809729	False
Mural	Cap-a	Ptgs2	Cav1	Ptgs2–Cav1	1	1	1	0.682758484617604	0.045454545454545456	0.08236582694414019	0.916550475274471	False
Lymphoid	Cap-a	Col1a1	Sdc4	Col1a1–Sdc4	1	1	1	0.44392371923856144	0.008658008658008658	0.04171585989767808	0.915629065673018	False
Mural	Cap-a	Nid1	Itgav	Nid1–Itgav	1	1	1	0.343480013756845	0.0021645021645021645	0.006563329143974305	0.9152512624210847	False
Fibroblast	Cap-a	Vegfc	Kdr	Vegfc–Kdr	1	1	1	0.48422537241240526	0.012987012987012988	0.030758714969241287	0.9134866739491935	False
Myeloid	Cap-a	Adam15	Itga5	Adam15–Itga5	1	1	1	0.34252305885043777	0.0021645021645021645	0.009218054672600126	0.9127013202087576	False
Fibroblast	Cap-a	Gdf11	Bmpr1a	Gdf11–Bmpr1a	1	1	1	0.6243651602463955	0.03463203463203463	0.06775832862789384	0.9118990481405188	False
Myeloid	Cap	Sema4c	Plxnb2	Sema4c–Plxnb2	2	2	1	0.27354343809544857	0.021645021645021644	0.060718502276943837	0.9107037783832445	False
Fibroblast	Cap-a	Ctf1	Il6st	Ctf1–Il6st	1	1	1	0.34158838486132703	0.0021645021645021645	0.00716815651880587	0.9102107486639126	False
Mural	Cap	Nid1	Itgb1	Nid1–Itgb1	2	2	2	0.11554197283705259	0.010822510822510822	0.023815389669048205	0.9084704700210767	False
Fibroblast	Cap	Vegfc	Itga9	Vegfc–Itga9	2	2	1	0.21997777840876676	0.008658008658008658	0.022006888879953893	0.9074444053529147	False
Mural	Cap	Mfge8	Itgb3	Mfge8–Itgb3	1	1	1	0.6861450175843027	0.047619047619047616	0.08573540280857353	0.9072341812355094	False
Fibroblast	Cap	Fst	Bmpr2	Fst–Bmpr2	2	1	1	0.34020137789849336	0.0021645021645021645	0.07585596221959857	0.9065148716903574	False
Mural	Cap	Inhba	Acvr1	Inhba–Acvr1	2	2	1	0.20680572527397012	0.006493506493506494	0.015692640692640696	0.9047836184488454	False
Cap	Cap-a	Calm1	Kcnq1	Calm1–Kcnq1	1	1	1	0.4374742487555361	0.008658008658008658	0.02312455477012439	0.9023265040469187	False
Myeloid	Cap-a	Tnc	Itga9	Tnc–Itga9	1	1	1	0.47799044777955935	0.012987012987012988	0.04097974564295808	0.9017245464571803	False
Myeloid	Cap	Fn1	Itga9	Fn1–Itga9	2	2	1	0.2967532588028714	0.030303030303030304	0.07854545454545454	0.9012479203927013	False
Fibroblast	Cap	Hmgb1	Tlr4	Hmgb1–Tlr4	2	1	1	0.33794703737823384	0.0021645021645021645	0.007373677498158825	0.9005078613128769	False
Epithelial	Cap-a	Gstp1	Traf2	Gstp1–Traf2	1	1	1	0.3809049721880089	0.004329004329004329	0.015014809751651856	0.9003115554640619	False
Fibroblast	Cap	App	Tnfrsf21	App–Tnfrsf21	2	1	1	0.3375967515194358	0.0021645021645021645	0.007373677498158825	0.8995744749100799	False
Fibroblast	Cap-a	Nid1	Itga3	Nid1–Itga3	1	1	1	0.33686568260896355	0.0021645021645021645	0.00716815651880587	0.8976264380042115	False
Fibroblast	Cap-a	Dusp18	Itga3	Dusp18–Itga3	1	1	1	0.5084724145560022	0.017316017316017316	0.039307873135766315	0.8957005929911568	False
Myeloid	Cap	Il15	Il2rg	Il15–Il2rg	2	2	1	0.21707289787175332	0.008658008658008658	0.02833530106257379	0.8954612968289568	False
Epithelial	Cap	Hmgb1	Tlr4	Hmgb1–Tlr4	2	1	1	0.3358828323477909	0.0021645021645021645	0.009397106958082567	0.8950074939426046	False
Lymphoid	Cap-a	Tgfb1	Itgb1	Tgfb1–Itgb1	1	1	1	0.3357498833930972	0.0021645021645021645	0.016604010025062656	0.8946532325773213	False
Mural	Cap	Inhba	Tgfb1	Inhba–Tgfb1	2	2	1	0.2168009645656057	0.008658008658008658	0.020029353362686696	0.8943395273526135	False
Fibroblast	Cap	Col1a2	Itgb1	Col1a2–Itgb1	2	2	1	0.16697412651770493	0.0021645021645021645	0.007373677498158825	0.8898525327017915	False
Epithelial	Cap-a	Gnai2	S1pr1	Gnai2–S1pr1	1	1	1	0.3337117976849253	0.0021645021645021645	0.00885967035035358	0.8892224638495455	False
Epithelial	Cap	Col6a1	Itgb1	Col6a1–Itgb1	2	2	1	0.16683199930990344	0.0021645021645021645	0.009397106958082567	0.8890950964542387	False
Mural	Cap-a	Nlgn1	Nrxn2	Nlgn1–Nrxn2	1	1	1	0.6406007410106984	0.04112554112554113	0.07580001697648757	0.8878011197289842	False
Lymphoid	Cap-a	Tnfsf14	Ltbr	Tnfsf14–Ltbr	1	1	1	0.6068601459538905	0.03463203463203463	0.11807296017822333	0.8863325897802828	False
Lymphoid	Cap-a	Jag1	Notch2	Jag1–Notch2	1	1	1	0.5022775056901632	0.017316017316017316	0.06914546640574037	0.8847879389595641	False
Cap-a	Cap	Calm1	Mylk	Calm1–Mylk	1	1	1	0.33145391273708835	0.0021645021645021645	0.006764069264069264	0.8832060088415628	False
Lymphoid	Cap	Col1a2	Itgb3	Col1a2–Itgb3	1	1	1	0.556607060304569	0.025974025974025976	0.09347629115070975	0.8824786358800639	False
Epithelial	Cap	Col3a1	Adgrg1	Col3a1–Adgrg1	2	1	1	0.3309184955673643	0.0021645021645021645	0.009397106958082567	0.8817793137766826	False
Cap-a	Cap	Fn1	Itga3	Fn1–Itga3	1	1	1	0.42612521393188807	0.008658008658008658	0.021919009260781414	0.8789181892812842	False
Fibroblast	Cap	Vegfc	Lyve1	Vegfc–Lyve1	2	1	1	0.32949958604797325	0.0021645021645021645	0.007373677498158825	0.877998427911797	False
Mural	Cap	Irak4	Tlr4	Irak4–Tlr4	2	1	1	0.32939362011415785	0.0021645021645021645	0.0065581184984170055	0.8777160666365735	False
Myeloid	Cap-a	Tnf	Tradd	Tnf–Tradd	1	1	1	0.49768182657347104	0.017316017316017316	0.05144124168514412	0.8766924112727522	False
Myeloid	Cap	Adam15	Itgav	Adam15–Itgav	2	1	1	0.3289910205666762	0.0021645021645021645	0.009606831524639745	0.876643282983014	False
Epithelial	Cap	Edn1	Adgrl4	Edn1–Adgrl4	2	2	1	0.326480710291295	0.045454545454545456	0.3369905956112853	0.8765502206919565	False
Epithelial	Cap-a	Calm1	Kcnq1	Calm1–Kcnq1	1	1	1	0.4221196928306714	0.008658008658008658	0.026414943081609746	0.8706564736204689	False
Cap-a	Cap-a	Tgfb1	Eng	Tgfb1–Eng	1	1	1	0.3258851876240465	0.0021645021645021645	0.00698429477499245	0.868367350155018	False
Epithelial	Cap-a	Shh	Ptch1	Shh–Ptch1	1	1	1	0.32586526594390897	0.0021645021645021645	0.00885967035035358	0.8683142660098999	False
Epithelial	Cap	App	Tnfrsf21	App–Tnfrsf21	2	1	1	0.3249326647726096	0.0021645021645021645	0.009397106958082567	0.8658292177824028	False
Lymphoid	Cap-a	Tnc	Sdc4	Tnc–Sdc4	1	1	1	0.6345421651144432	0.04329004329004329	0.13943699026571954	0.8652692980967538	False
Fibroblast	Cap-a	Sema3a	Plxna1	Sema3a–Plxna1	1	1	1	0.4585924407128683	0.012987012987012988	0.030758714969241287	0.8651303860390374	False
Fibroblast	Cap-a	Lama5	Itga3	Lama5–Itga3	1	1	1	0.36583422511901365	0.004329004329004329	0.012265512265512266	0.8646901571458603	False
Fibroblast	Cap-a	Bmp7	Acvr1	Bmp7–Acvr1	1	1	1	0.5051650119681725	0.01948051948051948	0.04332150407731803	0.8640339667712496	False
Fibroblast	Cap	Fgf10	Fgfr1	Fgf10–Fgfr1	2	1	1	0.3232002681002526	0.0021645021645021645	0.007373677498158825	0.8612130008909266	False
Cap-a	Cap	Gnai2	F2r	Gnai2–F2r	1	1	1	0.4165012977529532	0.008658008658008658	0.021919009260781414	0.8590680731528912	False
Fibroblast	Cap-a	Wnt11	Fzd5	Wnt11–Fzd5	1	1	1	0.5656166635958146	0.030303030303030304	0.06100478468899522	0.8588967882974662	False
Mural	Cap-a	Tgfb1	Itgb1	Tgfb1–Itgb1	1	1	1	0.39175037161748616	0.006493506493506494	0.01590591818604848	0.8569620553086356	False
Epithelial	Cap-a	Il1rn	Il1rl2	Il1rn–Il1rl2	1	1	1	0.5403523248740416	0.025974025974025976	0.06113172541743971	0.8567073911864124	False
Myeloid	Cap-a	Fabp5	Rxra	Fabp5–Rxra	1	1	1	0.5631449557827715	0.030303030303030304	0.07954545454545456	0.8551434655280551	False
Mural	Cap-a	Sema3f	Nrp2	Sema3f–Nrp2	1	1	1	0.39078469438106245	0.006493506493506494	0.01590591818604848	0.8548496163443187	False
Myeloid	Cap	Itgb3bp	Itgb3	Itgb3bp–Itgb3	1	1	1	0.5252797580137607	0.023809523809523808	0.06509945750452079	0.852659994456218	False
Lymphoid	Cap-a	Col4a2	Sdc4	Col4a2–Sdc4	1	1	1	0.48347171018800594	0.017316017316017316	0.06914546640574037	0.8516605524962078	False
Fibroblast	Cap-a	Tnfsf9	Traf2	Tnfsf9–Traf2	1	1	1	0.5601810514435752	0.030303030303030304	0.06100478468899522	0.850642735472521	False
Mural	Cap	Calr	Itgav	Calr–Itgav	2	1	1	0.31827603181034503	0.0021645021645021645	0.0065581184984170055	0.8480916741752821	False
Cap-a	Cap-a	Lamb2	Rpsa	Lamb2–Rpsa	1	1	1	0.3181953830789661	0.0021645021645021645	0.00698429477499245	0.8478767741803744	False
Lymphoid	Cap	Tnfsf14	Ltbr	Tnfsf14–Ltbr	1	1	1	0.5894539599339326	0.0367965367965368	0.1237883493318276	0.8453907750948757	False
Fibroblast	Cap	Col4a2	Cd93	Col4a2–Cd93	2	2	1	0.17864582958107533	0.004329004329004329	0.012648087381183466	0.8444988459112002	False
Lymphoid	Cap	Icam1	Il2rg	Icam1–Il2rg	2	1	1	0.31687628970062187	0.0021645021645021645	0.016339351705205365	0.8443618625947603	False
