analysis	configuration	method	mean_spearman_across_four_tasks	rank	Method
all_nonempty_subsets	49	gene_linear	0.0928143436794848	7.0	Gene shift
all_nonempty_subsets	49	pca_latent	0.5130634602726325	6.0	PCA shift
all_nonempty_subsets	49	scgen_adapted	0.5541841764657178	1.0	scGen-style
all_nonempty_subsets	49	sinkhorn_ot	0.5360300124512896	4.0	Sinkhorn OT
all_nonempty_subsets	49	vae_latent	0.5522386265048354	2.0	VAE
all_nonempty_subsets	50	cpa_adapted	0.5099286400408898	5.0	CPA-style
all_nonempty_subsets	50	cvae_counterfactual	0.5266585576621393	3.0	Conditional VAE
all_nonempty_subsets	50	gene_linear	0.0949434083334827	7.0	Gene shift
all_nonempty_subsets	50	pca_latent	0.4971803515957607	6.0	PCA shift
all_nonempty_subsets	50	scgen_adapted	0.5370643700251125	1.0	scGen-style
all_nonempty_subsets	50	sinkhorn_ot	0.5171217205300064	4.0	Sinkhorn OT
all_nonempty_subsets	50	vae_latent	0.5351669601004427	2.0	VAE
all_nonempty_subsets	51	cpa_adapted	0.5389488637470665	5.0	CPA-style
all_nonempty_subsets	51	cvae_counterfactual	0.5623867003257563	3.0	Conditional VAE
all_nonempty_subsets	51	gene_linear	0.0952161066130205	7.0	Gene shift
all_nonempty_subsets	51	pca_latent	0.5263414516039557	6.0	PCA shift
all_nonempty_subsets	51	scgen_adapted	0.5727808094755601	1.0	scGen-style
all_nonempty_subsets	51	sinkhorn_ot	0.5484476553087996	4.0	Sinkhorn OT
all_nonempty_subsets	51	vae_latent	0.5704777953598572	2.0	VAE
all_nonempty_subsets	52	cpa_adapted	0.442361248332219	5.0	CPA-style
all_nonempty_subsets	52	cvae_counterfactual	0.450213150640014	4.0	Conditional VAE
all_nonempty_subsets	52	gene_linear	0.0843044183666898	7.0	Gene shift
all_nonempty_subsets	52	pca_latent	0.4363123990053718	6.0	PCA shift
all_nonempty_subsets	52	scgen_adapted	0.4613194812603989	1.0	scGen-style
all_nonempty_subsets	52	sinkhorn_ot	0.4553515299933713	3.0	Sinkhorn OT
all_nonempty_subsets	52	vae_latent	0.4588227936166527	2.0	VAE
all_nonempty_subsets	53	cpa_adapted	0.4326135974438463	3.0	CPA-style
all_nonempty_subsets	53	cvae_counterfactual	0.4315288939165596	5.0	Conditional VAE
all_nonempty_subsets	53	gene_linear	0.0850332890394003	7.0	Gene shift
all_nonempty_subsets	53	pca_latent	0.4179689687670164	6.0	PCA shift
all_nonempty_subsets	53	scgen_adapted	0.4431566714396646	1.0	scGen-style
all_nonempty_subsets	53	sinkhorn_ot	0.4324597302801141	4.0	Sinkhorn OT
all_nonempty_subsets	53	vae_latent	0.4403555492279241	2.0	VAE
all_nonempty_subsets	54	cpa_adapted	0.4597041772098078	5.0	CPA-style
all_nonempty_subsets	54	cvae_counterfactual	0.4655391925212676	3.0	Conditional VAE
all_nonempty_subsets	54	gene_linear	0.0871014820870735	7.0	Gene shift
all_nonempty_subsets	54	pca_latent	0.4470807893444196	6.0	PCA shift
all_nonempty_subsets	54	scgen_adapted	0.4776494432009946	1.0	scGen-style
all_nonempty_subsets	54	sinkhorn_ot	0.4638755208865476	4.0	Sinkhorn OT
all_nonempty_subsets	54	vae_latent	0.4741113007657147	2.0	VAE
all_nonempty_subsets	55	cpa_adapted	0.4065519849903867	4.0	CPA-style
all_nonempty_subsets	55	cvae_counterfactual	0.4157574422698412	2.0	Conditional VAE
all_nonempty_subsets	55	gene_linear	0.0621537010261925	7.0	Gene shift
all_nonempty_subsets	55	pca_latent	0.3755810654426078	6.0	PCA shift
all_nonempty_subsets	55	scgen_adapted	0.4181850784885395	1.0	scGen-style
all_nonempty_subsets	55	sinkhorn_ot	0.3902374450826903	5.0	Sinkhorn OT
all_nonempty_subsets	55	vae_latent	0.4154298584798778	3.0	VAE
all_nonempty_subsets	56	cpa_adapted	0.402564040759015	2.0	CPA-style
all_nonempty_subsets	56	cvae_counterfactual	0.401535945228669	3.0	Conditional VAE
all_nonempty_subsets	56	gene_linear	0.0663834697454905	7.0	Gene shift
all_nonempty_subsets	56	pca_latent	0.3629874907486141	6.0	PCA shift
all_nonempty_subsets	56	scgen_adapted	0.4036674550796416	1.0	scGen-style
all_nonempty_subsets	56	sinkhorn_ot	0.3732106935412855	5.0	Sinkhorn OT
all_nonempty_subsets	56	vae_latent	0.3999919156254463	4.0	VAE
all_nonempty_subsets	57	cpa_adapted	0.4287279742864409	4.0	CPA-style
all_nonempty_subsets	57	cvae_counterfactual	0.4363908780884813	2.0	Conditional VAE
all_nonempty_subsets	57	gene_linear	0.0696613249393015	7.0	Gene shift
all_nonempty_subsets	57	pca_latent	0.3924405332539954	6.0	PCA shift
all_nonempty_subsets	57	scgen_adapted	0.4389939729474416	1.0	scGen-style
all_nonempty_subsets	57	sinkhorn_ot	0.4051261019468386	5.0	Sinkhorn OT
all_nonempty_subsets	57	vae_latent	0.4353979702921896	3.0	VAE
all_nonempty_subsets	58	cpa_adapted	0.4462560127215921	4.0	CPA-style
all_nonempty_subsets	58	cvae_counterfactual	0.4704507233604121	2.0	Conditional VAE
all_nonempty_subsets	58	gene_linear	0.0619562793487936	7.0	Gene shift
all_nonempty_subsets	58	pca_latent	0.4151410356181125	6.0	PCA shift
all_nonempty_subsets	58	scgen_adapted	0.4715590434502246	1.0	scGen-style
all_nonempty_subsets	58	sinkhorn_ot	0.4382462325194471	5.0	Sinkhorn OT
all_nonempty_subsets	58	vae_latent	0.4687883447037707	3.0	VAE
all_nonempty_subsets	59	cpa_adapted	0.4357910280527968	4.0	CPA-style
all_nonempty_subsets	59	cvae_counterfactual	0.4529369713182945	2.0	Conditional VAE
all_nonempty_subsets	59	gene_linear	0.0640853440027916	7.0	Gene shift
all_nonempty_subsets	59	pca_latent	0.3992579269412407	6.0	PCA shift
all_nonempty_subsets	59	scgen_adapted	0.4544392370096193	1.0	scGen-style
all_nonempty_subsets	59	sinkhorn_ot	0.419337940598164	5.0	Sinkhorn OT
all_nonempty_subsets	59	vae_latent	0.4517166782993781	3.0	VAE
all_nonempty_subsets	60	cpa_adapted	0.4648112517589735	4.0	CPA-style
all_nonempty_subsets	60	cvae_counterfactual	0.4886651139819115	2.0	Conditional VAE
all_nonempty_subsets	60	gene_linear	0.0643580422823294	7.0	Gene shift
all_nonempty_subsets	60	pca_latent	0.4284190269494357	6.0	PCA shift
all_nonempty_subsets	60	scgen_adapted	0.4901556764600668	1.0	scGen-style
all_nonempty_subsets	60	sinkhorn_ot	0.4506638753769571	5.0	Sinkhorn OT
all_nonempty_subsets	60	vae_latent	0.4870275135587926	3.0	VAE
all_nonempty_subsets	61	cpa_adapted	0.368223636344126	4.0	CPA-style
all_nonempty_subsets	61	cvae_counterfactual	0.3764915642961692	2.0	Conditional VAE
all_nonempty_subsets	61	gene_linear	0.0534463540359987	7.0	Gene shift
all_nonempty_subsets	61	pca_latent	0.3383899743508517	6.0	PCA shift
all_nonempty_subsets	61	scgen_adapted	0.3786943482449056	1.0	scGen-style
all_nonempty_subsets	61	sinkhorn_ot	0.3575677500615289	5.0	Sinkhorn OT
all_nonempty_subsets	61	vae_latent	0.375372511815588	3.0	VAE
all_nonempty_subsets	62	cpa_adapted	0.3584759854557534	2.0	CPA-style
all_nonempty_subsets	62	cvae_counterfactual	0.3578073075727147	3.0	Conditional VAE
all_nonempty_subsets	62	gene_linear	0.0541752247087092	7.0	Gene shift
all_nonempty_subsets	62	pca_latent	0.3200465441124963	6.0	PCA shift
all_nonempty_subsets	62	scgen_adapted	0.3605315384241714	1.0	scGen-style
all_nonempty_subsets	62	sinkhorn_ot	0.3346759503482716	5.0	Sinkhorn OT
all_nonempty_subsets	62	vae_latent	0.3569052674268594	4.0	VAE
all_nonempty_subsets	63	cpa_adapted	0.3855665652217148	4.0	CPA-style
all_nonempty_subsets	63	cvae_counterfactual	0.3918176061774228	2.0	Conditional VAE
all_nonempty_subsets	63	gene_linear	0.0562434177563824	7.0	Gene shift
all_nonempty_subsets	63	pca_latent	0.3491583646898996	6.0	PCA shift
all_nonempty_subsets	63	scgen_adapted	0.3950243101855014	1.0	scGen-style
all_nonempty_subsets	63	sinkhorn_ot	0.3660917409547052	5.0	Sinkhorn OT
all_nonempty_subsets	63	vae_latent	0.3906610189646501	3.0	VAE
all_nonempty_subsets	64	cpa_adapted	0.3755649837475393	4.0	CPA-style
all_nonempty_subsets	64	cvae_counterfactual	0.3847226693257264	2.0	Conditional VAE
all_nonempty_subsets	64	gene_linear	0.0320672919454355	7.0	Gene shift
all_nonempty_subsets	64	pca_latent	0.3404732708291714	6.0	PCA shift
all_nonempty_subsets	64	scgen_adapted	0.3870540419467234	1.0	scGen-style
all_nonempty_subsets	64	sinkhorn_ot	0.3549081667966066	5.0	Sinkhorn OT
all_nonempty_subsets	64	vae_latent	0.380567063160932	3.0	VAE
all_nonempty_subsets	65	cpa_adapted	0.3715770395161676	2.0	CPA-style
all_nonempty_subsets	65	cvae_counterfactual	0.3705011722845542	3.0	Conditional VAE
all_nonempty_subsets	65	gene_linear	0.0362970606647335	7.0	Gene shift
all_nonempty_subsets	65	pca_latent	0.3278796961351777	6.0	PCA shift
all_nonempty_subsets	65	scgen_adapted	0.3725364185378255	1.0	scGen-style
all_nonempty_subsets	65	sinkhorn_ot	0.3378814152552019	5.0	Sinkhorn OT
all_nonempty_subsets	65	vae_latent	0.3651291203065004	4.0	VAE
all_nonempty_subsets	66	cpa_adapted	0.3977409730435935	4.0	CPA-style
all_nonempty_subsets	66	cvae_counterfactual	0.4053561051443666	2.0	Conditional VAE
all_nonempty_subsets	66	gene_linear	0.0395749158585445	7.0	Gene shift
all_nonempty_subsets	66	pca_latent	0.3573327386405591	6.0	PCA shift
all_nonempty_subsets	66	scgen_adapted	0.4078629364056255	1.0	scGen-style
all_nonempty_subsets	66	sinkhorn_ot	0.369796823660755	5.0	Sinkhorn OT
all_nonempty_subsets	66	vae_latent	0.4005351749732438	3.0	VAE
all_nonempty_subsets	67	cpa_adapted	0.4152690114787447	4.0	CPA-style
all_nonempty_subsets	67	cvae_counterfactual	0.4394159504162974	2.0	Conditional VAE
all_nonempty_subsets	67	gene_linear	0.0318698702680366	7.0	Gene shift
all_nonempty_subsets	67	pca_latent	0.3800332410046761	6.0	PCA shift
all_nonempty_subsets	67	scgen_adapted	0.4404280069084085	1.0	scGen-style
all_nonempty_subsets	67	sinkhorn_ot	0.4029169542333635	5.0	Sinkhorn OT
all_nonempty_subsets	67	vae_latent	0.4339255493848248	3.0	VAE
all_nonempty_subsets	68	cpa_adapted	0.4048040268099493	4.0	CPA-style
all_nonempty_subsets	68	cvae_counterfactual	0.4219021983741798	2.0	Conditional VAE
all_nonempty_subsets	68	gene_linear	0.0339989349220345	7.0	Gene shift
all_nonempty_subsets	68	pca_latent	0.3641501323278043	6.0	PCA shift
all_nonempty_subsets	68	scgen_adapted	0.4233082004678031	1.0	scGen-style
all_nonempty_subsets	68	sinkhorn_ot	0.3840086623120803	5.0	Sinkhorn OT
all_nonempty_subsets	68	vae_latent	0.4168538829804322	3.0	VAE
all_nonempty_subsets	69	cpa_adapted	0.4338242505161261	4.0	CPA-style
all_nonempty_subsets	69	cvae_counterfactual	0.4576303410377968	2.0	Conditional VAE
all_nonempty_subsets	69	gene_linear	0.0342716332015723	7.0	Gene shift
all_nonempty_subsets	69	pca_latent	0.3933112323359993	6.0	PCA shift
all_nonempty_subsets	69	scgen_adapted	0.4590246399182507	1.0	scGen-style
all_nonempty_subsets	69	sinkhorn_ot	0.4153345970908735	5.0	Sinkhorn OT
all_nonempty_subsets	69	vae_latent	0.4521647182398467	3.0	VAE
all_nonempty_subsets	70	cpa_adapted	0.3372366351012786	4.0	CPA-style
all_nonempty_subsets	70	cvae_counterfactual	0.3454567913520545	2.0	Conditional VAE
all_nonempty_subsets	70	gene_linear	0.0233599449552416	7.0	Gene shift
all_nonempty_subsets	70	pca_latent	0.3032821797374153	6.0	PCA shift
all_nonempty_subsets	70	scgen_adapted	0.3475633117030895	1.0	scGen-style
all_nonempty_subsets	70	sinkhorn_ot	0.3222384717754453	5.0	Sinkhorn OT
all_nonempty_subsets	70	vae_latent	0.3405097164966422	3.0	VAE
all_nonempty_subsets	71	cpa_adapted	0.327488984212906	2.0	CPA-style
all_nonempty_subsets	71	cvae_counterfactual	0.3267725346286	3.0	Conditional VAE
all_nonempty_subsets	71	gene_linear	0.0240888156279522	7.0	Gene shift
all_nonempty_subsets	71	pca_latent	0.2849387494990599	6.0	PCA shift
all_nonempty_subsets	71	scgen_adapted	0.3294005018823552	1.0	scGen-style
all_nonempty_subsets	71	sinkhorn_ot	0.299346672062188	5.0	Sinkhorn OT
all_nonempty_subsets	71	vae_latent	0.3220424721079136	4.0	VAE
all_nonempty_subsets	72	cpa_adapted	0.3545795639788674	4.0	CPA-style
all_nonempty_subsets	72	cvae_counterfactual	0.3607828332333081	2.0	Conditional VAE
all_nonempty_subsets	72	gene_linear	0.0261570086756254	7.0	Gene shift
all_nonempty_subsets	72	pca_latent	0.3140505700764632	6.0	PCA shift
all_nonempty_subsets	72	scgen_adapted	0.3638932736436853	1.0	scGen-style
all_nonempty_subsets	72	sinkhorn_ot	0.3307624626686216	5.0	Sinkhorn OT
all_nonempty_subsets	72	vae_latent	0.3557982236457042	3.0	VAE
all_nonempty_subsets	73	cpa_adapted	0.4235581950602887	4.0	CPA-style
all_nonempty_subsets	73	cvae_counterfactual	0.4333164716625783	2.0	Conditional VAE
all_nonempty_subsets	73	gene_linear	0.049116886559046	7.0	Gene shift
all_nonempty_subsets	73	pca_latent	0.3907371616801673	6.0	PCA shift
all_nonempty_subsets	73	scgen_adapted	0.4348201640576591	1.0	scGen-style
all_nonempty_subsets	73	sinkhorn_ot	0.4077711062135514	5.0	Sinkhorn OT
all_nonempty_subsets	73	vae_latent	0.4299549082617505	3.0	VAE
all_nonempty_subsets	74	cpa_adapted	0.4195702508289169	2.0	CPA-style
all_nonempty_subsets	74	cvae_counterfactual	0.4190949746214062	3.0	Conditional VAE
all_nonempty_subsets	74	gene_linear	0.0533466552783439	7.0	Gene shift
all_nonempty_subsets	74	pca_latent	0.3781435869861735	6.0	PCA shift
all_nonempty_subsets	74	scgen_adapted	0.4203025406487612	1.0	scGen-style
all_nonempty_subsets	74	sinkhorn_ot	0.3907443546721466	5.0	Sinkhorn OT
all_nonempty_subsets	74	vae_latent	0.4145169654073191	4.0	VAE
all_nonempty_subsets	75	cpa_adapted	0.4457341843563429	4.0	CPA-style
all_nonempty_subsets	75	cvae_counterfactual	0.4539499074812186	2.0	Conditional VAE
all_nonempty_subsets	75	gene_linear	0.056624510472155	7.0	Gene shift
all_nonempty_subsets	75	pca_latent	0.4075966294915549	6.0	PCA shift
all_nonempty_subsets	75	scgen_adapted	0.4556290585165612	1.0	scGen-style
all_nonempty_subsets	75	sinkhorn_ot	0.4226597630776997	5.0	Sinkhorn OT
all_nonempty_subsets	75	vae_latent	0.4499230200740624	3.0	VAE
all_nonempty_subsets	76	cpa_adapted	0.4632622227914941	4.0	CPA-style
all_nonempty_subsets	76	cvae_counterfactual	0.4880097527531493	2.0	Conditional VAE
all_nonempty_subsets	76	gene_linear	0.0489194648816471	7.0	Gene shift
all_nonempty_subsets	76	pca_latent	0.430297131855672	6.0	PCA shift
all_nonempty_subsets	76	scgen_adapted	0.4881941290193441	1.0	scGen-style
all_nonempty_subsets	76	sinkhorn_ot	0.4557798936503082	5.0	Sinkhorn OT
all_nonempty_subsets	76	vae_latent	0.4833133944856434	3.0	VAE
all_nonempty_subsets	77	cpa_adapted	0.4527972381226987	4.0	CPA-style
all_nonempty_subsets	77	cvae_counterfactual	0.4704960007110317	2.0	Conditional VAE
all_nonempty_subsets	77	gene_linear	0.051048529535645	7.0	Gene shift
all_nonempty_subsets	77	pca_latent	0.4144140231788001	6.0	PCA shift
all_nonempty_subsets	77	scgen_adapted	0.4710743225787388	1.0	scGen-style
all_nonempty_subsets	77	sinkhorn_ot	0.436871601729025	5.0	Sinkhorn OT
all_nonempty_subsets	77	vae_latent	0.4662417280812508	3.0	VAE
all_nonempty_subsets	78	cpa_adapted	0.4818174618288755	4.0	CPA-style
all_nonempty_subsets	78	cvae_counterfactual	0.5062241433746487	2.0	Conditional VAE
all_nonempty_subsets	78	gene_linear	0.0513212278151828	7.0	Gene shift
all_nonempty_subsets	78	pca_latent	0.4435751231869952	6.0	PCA shift
all_nonempty_subsets	78	scgen_adapted	0.5067907620291864	1.0	scGen-style
all_nonempty_subsets	78	sinkhorn_ot	0.4681975365078182	5.0	Sinkhorn OT
all_nonempty_subsets	78	vae_latent	0.5015525633406653	3.0	VAE
all_nonempty_subsets	79	cpa_adapted	0.385229846414028	4.0	CPA-style
all_nonempty_subsets	79	cvae_counterfactual	0.3940505936889064	2.0	Conditional VAE
all_nonempty_subsets	79	gene_linear	0.0404095395688521	7.0	Gene shift
all_nonempty_subsets	79	pca_latent	0.3535460705884112	6.0	PCA shift
all_nonempty_subsets	79	scgen_adapted	0.3953294338140252	1.0	scGen-style
all_nonempty_subsets	79	sinkhorn_ot	0.37510141119239	5.0	Sinkhorn OT
all_nonempty_subsets	79	vae_latent	0.3898975615974607	3.0	VAE
all_nonempty_subsets	80	cpa_adapted	0.3754821955256554	2.0	CPA-style
all_nonempty_subsets	80	cvae_counterfactual	0.3753663369654519	3.0	Conditional VAE
all_nonempty_subsets	80	gene_linear	0.0411384102415627	7.0	Gene shift
all_nonempty_subsets	80	pca_latent	0.3352026403500558	6.0	PCA shift
all_nonempty_subsets	80	scgen_adapted	0.3771666239932909	1.0	scGen-style
all_nonempty_subsets	80	sinkhorn_ot	0.3522096114791327	5.0	Sinkhorn OT
all_nonempty_subsets	80	vae_latent	0.3714303172087321	4.0	VAE
all_nonempty_subsets	81	cpa_adapted	0.4025727752916168	4.0	CPA-style
all_nonempty_subsets	81	cvae_counterfactual	0.40937663557016	2.0	Conditional VAE
all_nonempty_subsets	81	gene_linear	0.0432066032892358	7.0	Gene shift
all_nonempty_subsets	81	pca_latent	0.3643144609274591	6.0	PCA shift
all_nonempty_subsets	81	scgen_adapted	0.4116593957546209	1.0	scGen-style
all_nonempty_subsets	81	sinkhorn_ot	0.3836254020855663	5.0	Sinkhorn OT
all_nonempty_subsets	81	vae_latent	0.4051860687465228	3.0	VAE
